Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
02/2020;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Jundiaí;SP;3.272;448.466
02/2020;MRS;Contêiner Cheio de 40 Pés;Cragea;SP;Conceiçãozinha;SP;523;27.920
02/2020;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Arará;RJ;574;334.526
02/2020;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Brisamar;RJ;985;543.851
02/2020;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Barnabé;SP;12.843;1.655.448
02/2020;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Conceiçãozinha;SP;11.564;1.584.984
02/2020;MRS;Contêiner Cheio de 40 Pés;MultiTerminais;RJ;Arará;RJ;562;111.775
02/2020;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Boa Vista Velha;SP;1.218;233.512
02/2020;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Arará;RJ;632;294.661
02/2020;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Barnabé;SP;2.710;151.686
02/2020;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Conceiçãozinha;SP;6.139;393.730
02/2020;MRS;Contêiner Cheio de 40 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;193;46.821
02/2020;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Eldorado;MG;60;38.556
02/2020;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Parque Industrial;MG;417;267.550
02/2020;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Prudente de Morais;MG;23;17.185
02/2020;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Eldorado;MG;248;151.762
02/2020;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Parque Industrial;MG;62;37.878
02/2020;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;175;37.129
02/2020;MRS;Contêiner Vazio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;2;424
02/2020;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Arará;RJ;21;12.238
02/2020;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;278;67.442
02/2020;MRS;Contêiner Vazio de 20 Pés;Itatiaia;RJ;Arará;RJ;18;3.652
02/2020;MRS;Contêiner Vazio de 20 Pés;Itatiaia;RJ;Brisamar;RJ;18;3.100
02/2020;MRS;Contêiner Vazio de 20 Pés;Prudente de Morais;MG;Arará;RJ;924;635.109
02/2020;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Eldorado;MG;17;10.924
02/2020;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Suzano Novo;SP;187;87.186
02/2020;MRS;Contêiner Vazio de 40 Pés;Barnabé;SP;Suzano Novo;SP;588;32.912
02/2020;MRS;Contêiner Vazio de 40 Pés;Brisamar;RJ;Eldorado;MG;92;56.298
02/2020;MRS;Contêiner Vazio de 40 Pés;Curuputuba;SP;Conceiçãozinha;SP;122;25.884
02/2020;MRS;Contêiner Vazio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;99;24.017
02/2020;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Arará;RJ;486;98.623
02/2020;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Brisamar;RJ;54;9.302
02/2020;MRS;Contêiner Vazio de 40 Pés;MultiTerminais;RJ;Arará;RJ;343;68.218
02/2020;MRS;Contêiner Vazio de 40 Pés;Parque Industrial;MG;Arará;RJ;54;31.416
02/2020;MRS;Contêiner Vazio de 40 Pés;Parque Industrial;MG;Brisamar;RJ;7;3.857
02/2020;MRS;Contêiner Vazio de 40 Pés;Prudente de Morais;MG;Arará;RJ;116;86.670
02/2020;MRS;Coque;Baia Sepetiba;RJ;Volta Redonda;RJ;107.692;12.814.917
02/2020;MRS;Coque;Curuputuba;SP;Ouro Branco;MG;30.488;18.348.379
02/2020;MRS;Coque;Porto Sudeste;RJ;Volta Redonda;RJ;8.100;947.667
02/2020;MRS;Coque;Sarzedo Novo;MG;Ouro Branco;MG;19.008;2.463.284
02/2020;MRS;Ferro Gusa;Dr. Joaquim Murtinho;MG;Arará;RJ;1.375;662.317
02/2020;MRS;Ferro Gusa;Parque Industrial;MG;Arará;RJ;7.100;4.205.964
02/2020;MRS;Ferro Gusa;Prudente de Morais;MG;Arará;RJ;39.809;27.362.596
02/2020;MRS;Ferro Gusa;Sarzedo Novo;MG;Arará;RJ;93.155;51.298.492
02/2020;MRS;Ferro Gusa;Sarzedo Novo;MG;Itaguai;RJ;3.078;1.625.220
02/2020;MRS;Minério de Ferro;Baia Sepetiba;RJ;Volta Redonda;RJ;124.461;14.810.361
02/2020;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;227.130;116.228.553
02/2020;MRS;Minério de Ferro;Carlos Newlands;MG;Brisamar;RJ;42.290;21.429.484
02/2020;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;12.108;6.463.819
02/2020;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;569.640;251.274.470
02/2020;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;363.187;116.987.980
02/2020;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Baia Sepetiba;RJ;86.809;36.770.989
02/2020;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Dias Tavares;MG;13.278;6.988.224
02/2020;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Siderúrgica do Atlântico;RJ;29.797;12.949.329
02/2020;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Volta Redonda;RJ;22.368;6.813.046
02/2020;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Baia Sepetiba;RJ;42.534;19.396.312
02/2020;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Brisamar;RJ;192.109;86.644.808
02/2020;MRS;Minério de Ferro;Itutinga;MG;Porto Sudeste;RJ;13.056;4.227.193
02/2020;MRS;Minério de Ferro;Olhos D Água;MG;Baia Sepetiba;RJ;119.487;65.835.783
02/2020;MRS;Minério de Ferro;Olhos D Água;MG;Guaiba;RJ;148.260;84.968.843
02/2020;MRS;Minério de Ferro;Olhos D Água;MG;Ouro Branco;MG;8.030;1.249.203
02/2020;MRS;Minério de Ferro;Olhos D Água;MG;Siderúrgica do Atlântico;RJ;104.010;58.452.267
02/2020;MRS;Minério de Ferro;Otavio Dapieve;MG;Baia Sepetiba;RJ;684.861;331.868.573
02/2020;MRS;Minério de Ferro;Otavio Dapieve;MG;Guaiba;RJ;410.753;208.127.723
02/2020;MRS;Minério de Ferro;Otavio Dapieve;MG;Ouro Branco;MG;12.125;1.187.461
02/2020;MRS;Minério de Ferro;Otavio Dapieve;MG;Siderúrgica do Atlântico;RJ;44.049;21.829.715
02/2020;MRS;Minério de Ferro;Ouro Branco;MG;Guaiba;RJ;88.268;43.049.539
02/2020;MRS;Minério de Ferro;Ouro Branco;MG;Siderúrgica do Atlântico;RJ;110.796;52.804.708
02/2020;MRS;Minério de Ferro;Pires;MG;Baia Sepetiba;RJ;589.732;267.392.745
02/2020;MRS;Minério de Ferro;Sarzedo;MG;Guaiba;RJ;141.599;77.954.355
02/2020;MRS;Minério de Ferro;Sarzedo Novo;MG;Baia Sepetiba;RJ;112.595;59.113.726
02/2020;MRS;Minério de Ferro;Sarzedo Novo;MG;Brisamar;RJ;14.254;7.412.251
02/2020;MRS;Minério de Ferro;Sarzedo Novo;MG;Porto Sudeste;RJ;612.732;320.466.186
02/2020;MRS;Minério de Ferro;Viga;MG;Guaiba;RJ;29.887;13.717.893
02/2020;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Dr. Joaquim Murtinho;MG;Ouro Branco;MG;20.900;200.117
02/2020;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Porto Sudeste;RJ;Siderúrgica do Atlântico;RJ;32.000;608.000
02/2020;MRS;Óleo Diesel;Embiruçu;MG;Cel. João Carlos Guedes;MG;2.515;364.788
02/2020;MRS;Outras - Carga Geral Não Conteinerizada;Brisamar;RJ;Volta Redonda;RJ;450;51.298
02/2020;MRS;Outras - Carga Geral Não Conteinerizada;Manoel Feio;SP;Volta Redonda;RJ;270;83.549
02/2020;MRS;Outras - Carga Geral Não Conteinerizada;São Bento;SP;Ouro Branco;MG;72;51.640
02/2020;MRS;Outras - Carga Geral Não Conteinerizada;São Bento;SP;Volta Redonda;RJ;30;8.668
02/2020;MRS;Outros Graneis Minerais;Arará;RJ;Prudente de Morais;MG;9.483;7.085.290
02/2020;MRS;Outros Graneis Minerais;Arará;RJ;Terminal Paraibuna de Metais;MG;18.841;5.544.642
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Boa Vista Velha;SP;10.456;8.272.159
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;São Caetano do Sul;SP;425;291.175
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Usiminas;SP;9.787;5.269.311
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Manoel Feio;SP;Paulínia;SP;720;113.161
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Caçapava;SP;1.080;579.648
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Itaguai;RJ;720;337.387
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Parque Industrial;MG;7.925;1.273.658
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Paulínia;SP;4.681;3.691.726
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Bento;SP;21.246;13.009.945
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Caetano do Sul;SP;4.320;2.904.477
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Parque Industrial;MG;Boa Vista Velha;SP;2.821;2.451.146
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Barbará;RJ;970;352.675
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Ipiranga;SP;1.654;87.088
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;São Caetano do Sul;SP;872;42.259
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Utinga;SP;15.544;697.288
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Manoel Feio;SP;720;222.799
02/2020;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Paulínia;SP;1.779;827.704
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Floriano;RJ;Brisamar;RJ;6.291;890.321
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Itaguai;RJ;Floriano;RJ;1.728;258.375
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Barbará;RJ;8.727;3.091.609
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Cruzeiro;SP;2.132;945.953
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Ipiranga;SP;8.619;5.868.934
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Manoel Feio;SP;11.880;7.670.072
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Usiminas;SP;452;243.356
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Utinga;SP;72;55.186
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Cruzeiro;SP;2.139;785.269
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Ipiranga;SP;984;51.810
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Usiminas;SP;1.938;322.669
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;São Bento;SP;Ouro Branco;MG;144;88.178
02/2020;MRS;Prd. Siderúrgicos - Bobina - BQ;Volta Redonda;RJ;Brisamar;RJ;31.558;3.597.485
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Eldorado;MG;5.298;1.849.722
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Itaguai;RJ;Caçapava;SP;439;147.201
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Itaguai;RJ;São Bento;SP;1.771;727.785
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Brisamar;RJ;1.728;795.906
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Caçapava;SP;11.893;6.383.115
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Itaguai;RJ;4.536;2.125.542
02/2020;MRS;Prd. Siderúrgicos - Fio Máquina;Saudade;RJ;Dias Tavares;MG;2.232;520.752
02/2020;MRS;Prd. Siderúrgicos - Outros;Arará;RJ;Roseira;SP;1.476;454.928
02/2020;MRS;Prd. Siderúrgicos - Outros;Dias Tavares;MG;Parque Industrial;MG;2.302;801.408
02/2020;MRS;Prd. Siderúrgicos - Outros;Eldorado;MG;Caçapava;SP;902;566.683
02/2020;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Caçapava;SP;654;219.292
02/2020;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Parque Industrial;MG;578;357.749
02/2020;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;São Bento;SP;360;147.940
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Curuputuba;SP;5.940;3.027.760
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Floriano;RJ;2.294;834.355
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Manoel Feio;SP;26.508;17.114.332
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Piaçaguera;SP;2.303;1.629.114
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;São Caetano do Sul;SP;507;359.118
02/2020;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Utinga;SP;10.468;7.209.561
02/2020;MRS;Prd. Siderúrgicos - Outros;Manoel Feio;SP;São Caetano do Sul;SP;2.362;93.277
02/2020;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Brisamar;RJ;1.154;531.525
02/2020;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Caçapava;SP;4.990;2.678.192
02/2020;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Parque Industrial;MG;3.530;567.320
02/2020;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;São Caetano do Sul;SP;874;587.619
02/2020;MRS;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Caçapava;SP;648;406.459
02/2020;MRS;Prd. Siderúrgicos - Outros;Piaçaguera;SP;Manoel Feio;SP;1.262;77.939
02/2020;MRS;Prd. Siderúrgicos - Outros;São Bento;SP;Lafaiete Bandeira;MG;6.444;4.704.255
02/2020;MRS;Prd. Siderúrgicos - Outros;São Bento;SP;Parque Industrial;MG;5.559;4.774.058
02/2020;MRS;Prd. Siderúrgicos - Outros;Saudade;RJ;Eldorado;MG;2.017;927.679
02/2020;MRS;Prd. Siderúrgicos - Outros;Saudade;RJ;Pinheirinho;SP;1.513;439.937
02/2020;MRS;Prd. Siderúrgicos - Outros;Siderúrgica do Atlântico;RJ;Piaçaguera;SP;67.408;33.784.822
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Arará;RJ;1.084;156.814
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Brisamar;RJ;547;62.355
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Cruzeiro;SP;4.636;498.407
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Eldorado;MG;2.663;1.520.168
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Floriano;RJ;1.924;52.961
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Manoel Feio;SP;62.813;19.437.105
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Mogi das Cruzes;SP;4.253;1.414.101
02/2020;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;São Bento;SP;6.877;1.987.109
02/2020;MRS;Prd. Siderúrgicos - Placa;Caçapava;SP;Itaguai;RJ;1.374;460.715
02/2020;MRS;Prd. Siderúrgicos - Placa;Cel. João Carlos Guedes;MG;Barreiro;MG;15.899;2.040.954
02/2020;MRS;Prd. Siderúrgicos - Placa;Dias Tavares;MG;Parque Industrial;MG;4.938;1.719.095
02/2020;MRS;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Manoel Feio;SP;821;530.061
02/2020;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Caçapava;SP;11.148;5.983.263
02/2020;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Itaguai;RJ;18.072;8.468.430
02/2020;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Roseira;SP;4.248;2.068.571
02/2020;MRS;Prd. Siderúrgicos - Placa;Parque Industrial;MG;Barbará;RJ;1.820;786.260
02/2020;MRS;Prd. Siderúrgicos - Placa;Parque Industrial;MG;Itaguai;RJ;5.419;3.029.947
02/2020;MRS;Prd. Siderúrgicos - Placa;Siderúrgica do Atlântico;RJ;Volta Redonda;RJ;8.553;1.111.855
02/2020;MRS;Prd. Siderúrgicos - Tubos;Barreiro;MG;Caçapava;SP;543;338.328
02/2020;MRS;Prd. Siderúrgicos - Tubos;Cel. João Carlos Guedes;MG;Arará;RJ;21.635;9.719.566
02/2020;MRS;Prd. Siderúrgicos - Tubos;Cel. João Carlos Guedes;MG;Barreiro;MG;2.533;325.161
02/2020;MRS;Prd. Siderúrgicos - Tubos;Cel. João Carlos Guedes;MG;Brisamar;RJ;450;188.363
02/2020;MRS;Prd. Siderúrgicos - Tubos;Curuputuba;SP;Arará;RJ;8.024;2.553.252
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Cel. João Carlos Guedes;MG;Arará;RJ;3.296;1.480.734
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Dias Tavares;MG;Manoel Feio;SP;2.541;2.084.289
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Itaguai;RJ;Caçapava;SP;651;218.286
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;Eldorado;MG;652;372.192
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;Manoel Feio;SP;5.287;1.636.030
02/2020;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;São Bento;SP;700;202.265
02/2020;MRS;Soja;Pederneiras;SP;Santos;SP;51.149;26.652.003
02/2020;MRS;Sucata;Brisamar;RJ;Suzano Novo;SP;44;19.165
02/2020;MRS;Veículos;Parque Industrial;MG;Piaçaguera;SP;285;223.054
02/2020;MRS;Veículos;Piaçaguera;SP;Parque Industrial;MG;195;183.018
02/2020;RMN;Álcool;Chapadao do Sul;MS;Replan;SP;64.845;61.063.492
02/2020;RMN;Álcool;Rondonópolis;MT;Replan;SP;3.154;4.383.013
02/2020;RMN;Álcool;T. Olacyr F. Morais;MS;Replan;SP;2.166;2.281.356
02/2020;RMN;Celulose;Aparecida do Taboado;MS;Santos;SP;148.984;138.165.079
02/2020;RMN;Contêiner Cheio de 20 Pés;Rondonópolis;MT;Boa Vista Velha;SP;33;45.172
02/2020;RMN;Contêiner Cheio de 20 Pés;Rondonópolis;MT;Cubatão;SP;4.407;7.174.961
02/2020;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Boa Vista Nova;SP;32;43.845
02/2020;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Boa Vista Velha;SP;18.313;25.067.987
02/2020;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Cubatão;SP;61.560;100.231.065
02/2020;RMN;Contêiner Vazio de 40 Pés;Rondonópolis;MT;Boa Vista Nova;SP;245;335.689
02/2020;RMN;Contêiner Vazio de 40 Pés;Rondonópolis;MT;Boa Vista Velha;SP;455;622.832
02/2020;RMN;Farelo de Soja;Alto Araguaia;MT;Conceiçãozinha;SP;97.578;137.597.074
02/2020;RMN;Farelo de Soja;Alto Araguaia;MT;Santos;SP;187.498;262.883.680
02/2020;RMN;Farelo de Soja;Rondonópolis;MT;Santos;SP;41.965;68.836.490
02/2020;RMN;Óleo Diesel;Rondonópolis;MT;Replan;SP;9.362;13.025.542
02/2020;RMN;Soja;Alto Araguaia;MT;Conceiçãozinha;SP;18.579;26.226.130
02/2020;RMN;Soja;Alto Araguaia;MT;Santos;SP;23.571;32.994.825
02/2020;RMN;Soja;Chapadao do Sul;MS;Santos;SP;176.762;210.539.045
02/2020;RMN;Soja;Itiquira;MT;Conceiçãozinha;SP;7.558;11.521.975
02/2020;RMN;Soja;Rondonópolis;MT;Conceiçãozinha;SP;620.163;1.021.581.975
02/2020;RMN;Soja;Rondonópolis;MT;Santos;SP;694.663;1.140.583.329
02/2020;RMO;Celulose;Jupia;MS;Cubatão;SP;2.728;2.414.233
02/2020;RMO;Celulose;Jupia;MS;Santos;SP;15.692;14.079.348
02/2020;RMO;Manganês;Urucum;MS;Ladário;MS;32.849;892.113
02/2020;RMO;Minério de Ferro;Antônio Maria Coelho;MS;Porto Esperança;MS;171.897;7.988.913
02/2020;RMO;Prd. Siderúrgicos - Outros;Bauru;SP;Ladário;MS;981;1.275.988
02/2020;RMP;Açúcar;Fernandopolis;SP;Santos;SP;10.231;8.298.074
02/2020;RMP;Açúcar;Pradopolis;SP;Santos;SP;60.493;32.633.976
02/2020;RMP;Açúcar;Rio Preto Paulista;SP;Santos;SP;51.082;34.401.501
02/2020;RMP;Açúcar;Votuporanga;SP;Santos;SP;72.596;56.222.140
02/2020;RMP;Adubo Orgânico a Granel;Conceiçãozinha;SP;Rondonópolis;MT;49.505;81.591.708
02/2020;RMP;Adubo Orgânico a Granel;Cubatão;SP;Rondonópolis;MT;4.338;7.063.005
02/2020;RMP;Álcool;Rio Preto Paulista;SP;Replan;SP;2.729;1.145.890
02/2020;RMP;Cloreto de Potássio;Conceiçãozinha;SP;Rondonópolis;MT;18.590;30.617.618
02/2020;RMP;Cloreto de Potássio;Cubatão;SP;Rondonópolis;MT;15.342;24.978.049
02/2020;RMP;Contêiner Cheio de 20 Pés;Cubatão;SP;Rondonópolis;MT;57;92.800
02/2020;RMP;Contêiner Cheio de 20 Pés;Tutóia;SP;Conceiçãozinha;SP;587;282.216
02/2020;RMP;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Rondonópolis;MT;7.532;10.310.274
02/2020;RMP;Contêiner Cheio de 40 Pés;Cubatão;SP;Rondonópolis;MT;263;428.185
02/2020;RMP;Contêiner Cheio de 40 Pés;Tutóia;SP;Conceiçãozinha;SP;3.666;1.762.532
02/2020;RMP;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Tutóia;SP;66;31.731
02/2020;RMP;Contêiner Vazio de 20 Pés;Cubatão;SP;Rondonópolis;MT;312;509.003
02/2020;RMP;Contêiner Vazio de 40 Pés;Boa Vista Velha;SP;Rondonópolis;MT;1.334;1.826.062
02/2020;RMP;Contêiner Vazio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;219;60.910
02/2020;RMP;Contêiner Vazio de 40 Pés;Conceiçãozinha;SP;Tutóia;SP;304;146.156
02/2020;RMP;Contêiner Vazio de 40 Pés;Cubatão;SP;Rondonópolis;MT;8.374;13.661.511
02/2020;RMP;Contêiner Vazio de 40 Pés;Tutóia;SP;Conceiçãozinha;SP;11;5.288
02/2020;RMP;Fosfato;Conceiçãozinha;SP;Rondonópolis;MT;15.352;25.284.694
02/2020;RMP;Gasolina;Replan;SP;Rio Preto Paulista;SP;2.760;1.164.597
02/2020;RMP;Gasolina;Replan;SP;Rondonópolis;MT;5.550;7.710.789
02/2020;RMP;Gasolina;Replan;SP;T. Olacyr F. Morais;MS;928;980.520
02/2020;RMP;Gasolina;Replan;SP;Triagem Paulista;SP;2.129;647.894
02/2020;RMP;Óleo Diesel;Replan;SP;Rio Preto Paulista;SP;13.134;5.579.402
02/2020;RMP;Óleo Diesel;Replan;SP;Rondonópolis;MT;69.807;97.081.482
02/2020;RMP;Óleo Diesel;Replan;SP;T. Olacyr F. Morais;MS;6.659;7.035.865
02/2020;RMP;Óleo Diesel;Replan;SP;Triagem Paulista;SP;2.053;624.766
02/2020;RMP;Ureia;Conceiçãozinha;SP;Rondonópolis;MT;44.476;73.251.702
02/2020;RMP;Ureia;Cubatão;SP;Rondonópolis;MT;2.961;4.821.014
02/2020;RMS;Açúcar;Londrina;PR;D Pedro II;PR;22.655;14.295.485
02/2020;RMS;Açúcar;Marialva;PR;D Pedro II;PR;9.461;5.867.578
02/2020;RMS;Açúcar;Maringa;PR;D Pedro II;PR;2.456;1.600.717
02/2020;RMS;Açúcar;Rolandia;PR;D Pedro II;PR;37.407;23.024.882
02/2020;RMS;Adubo Orgânico a Granel;Cará-Cará;PR;Cascavel;PR;291;144.022
02/2020;RMS;Adubo Orgânico a Granel;D Pedro II;PR;Canitar;SP;569;488.537
02/2020;RMS;Adubo Orgânico a Granel;D Pedro II;PR;Maringa;PR;1.875;1.222.046
02/2020;RMS;Adubo Orgânico a Granel;D Pedro II;PR;Ourinhos;SP;1.957;1.659.620
02/2020;RMS;Adubo Orgânico a Granel;km 5;PR;Canitar;SP;5.178;4.423.388
02/2020;RMS;Adubo Orgânico a Granel;km 5;PR;Cará-Cará;PR;1.234;290.671
02/2020;RMS;Adubo Orgânico a Granel;km 5;PR;Cascavel;PR;1.161;848.080
02/2020;RMS;Adubo Orgânico a Granel;km 5;PR;Maringa;PR;2.652;1.716.992
02/2020;RMS;Adubo Orgânico a Granel;Rio Grande;RS;Cascavel;PR;6.206;13.619.575
02/2020;RMS;Adubo Orgânico a Granel;Rio Grande;RS;Cruz Alta;RS;8.858;6.536.689
02/2020;RMS;Álcool;Eng. Vicente Montanha;PR;Araucária Terminal;PR;512;262.999
02/2020;RMS;Álcool;Eng. Vicente Montanha;PR;Pátio Industrial;RS;8.456;10.513.361
02/2020;RMS;Álcool;Londrina;PR;Araucária Terminal;PR;14.923;7.551.332
02/2020;RMS;Álcool;Londrina;PR;Pátio Industrial;RS;2.173;2.685.071
02/2020;RMS;Álcool;Ourinhos;SP;Araucária Terminal;PR;4.472;3.233.500
02/2020;RMS;Álcool;Ourinhos;SP;Pátio Industrial;RS;1.220;1.772.278
02/2020;RMS;Álcool;Pátio Industrial;RS;Santa Maria;RS;33;10.128
02/2020;RMS;Álcool;Sarandi;PR;Araucária Terminal;PR;9.505;4.846.461
02/2020;RMS;Álcool;Sarandi;PR;General Luz;RS;14.765;17.954.993
02/2020;RMS;Álcool;Sarandi;PR;Pátio Industrial;RS;2.074;2.572.927
02/2020;RMS;Calcário Corretivo;Tranqueira;PR;Maringa;PR;3.475;2.039.130
02/2020;RMS;Celulose;Ortigueira;PR;km 5;PR;50.048;22.876.890
