Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2020;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;124.339;53.852.585
01/2020;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;113.568;76.190.045
01/2020;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;10;3.705
01/2020;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;78.106;28.943.974
01/2020;EFVM;Cloreto de Potássio;Aroaba;ES;Brejo Alegre;MG;1.013;1.402.221
01/2020;EFVM;Cloreto de Potássio;Pedro Nolasco;ES;Brejo Alegre;MG;16.938;23.853.784
01/2020;EFVM;Cloreto de Potássio;Tubarão;ES;Brejo Alegre;MG;18.090;25.470.979
01/2020;EFVM;Contêiner Cheio de 20 Pés;Tubarão;ES;Nova Granja;MG;3.469;2.362.257
01/2020;EFVM;Coque;Tubarão;ES;Brasília;DF;9.354;17.090.113
01/2020;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;32.748;23.595.654
01/2020;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;21.890;11.468.039
01/2020;EFVM;Demais Produtos;Governador Valadares;MG;Eldorado;MG;42;14.635
01/2020;EFVM;Ferro Gusa;Aroaba;ES;Pedro Nolasco;ES;6.270;150.937
01/2020;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;6.947;4.453.178
01/2020;EFVM;Máquinas, Motores, Peças e acessórios;Intendente Câmara;MG;Pedro Nolasco;ES;10;4.355
01/2020;EFVM;Minério de Ferro;Alegria;MG;Tubarão;ES;866.707;522.304.505
01/2020;EFVM;Minério de Ferro;Bicas;MG;Tubarão;ES;347.890;189.150.226
01/2020;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;713.292;416.571.795
01/2020;EFVM;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;148.216;32.147.751
01/2020;EFVM;Minério de Ferro;Capitão Eduardo;MG;Mário Carvalho;MG;6.701;1.360.798
01/2020;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.120.390;608.946.518
01/2020;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;196.019;116.530.942
01/2020;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;826.507;448.029.601
01/2020;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;7.205;3.220.166
01/2020;EFVM;Minério de Ferro;Ouro Branco;MG;Piraqueaçu;ES;23.479;14.046.123
01/2020;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;133.757;89.734.360
01/2020;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;17.850;1.296.516
01/2020;EFVM;Minério de Ferro;Timbopeba;MG;Ouro Branco;MG;3.822;229.071
01/2020;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;1.518;927.408
01/2020;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;5.021;2.174.650
01/2020;EFVM;Minério de Ferro;Tubarão;ES;João Monlevade;MG;487;256.480
01/2020;EFVM;Minério de Ferro;Tubarão;ES;Mário Carvalho;MG;17.799;7.954.996
01/2020;EFVM;Minério de Ferro;Tubarão;ES;Ouro Branco;MG;15.056;10.100.709
01/2020;EFVM;Minério de Ferro;Tubarão;ES;Piraqueaçu;ES;7.077;514.030
01/2020;EFVM;Outros - adubos e Fertilizantes;Pedro Nolasco;ES;Brejo Alegre;MG;1.376;1.937.820
01/2020;EFVM;Outros - adubos e Fertilizantes;Tubarão;ES;Brejo Alegre;MG;19.849;27.905.846
01/2020;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;1.516;199.534
01/2020;EFVM;Pedras em Blocos e Placas;Colatina;ES;Tubarão;ES;2.266;292.826
01/2020;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Tubarão;ES;1.208;389.596
01/2020;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Pedro Nolasco;ES;1.057;575.503
01/2020;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Tubarão;ES;528;286.216
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Capitão Eduardo;MG;Tubarão;ES;899;584.358
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Capitão Eduardo;MG;19.281;4.182.010
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;9.862;2.203.467
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Couto e Silva;MG;2.991;759.578
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;35.767;8.919.034
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;39.811;8.868.491
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;18.901;8.186.228
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Capitão Eduardo;MG;2.789;566.375
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Lafaiete Bandeira;MG;29.180;19.138.458
01/2020;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;2.585;1.737.067
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;6.777;3.395.412
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;8.046;992.515
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;5.790;835.641
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;7.252;1.480.422
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;3.425;1.803.789
01/2020;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;6.946;4.659.903
01/2020;EFVM;Prd. Siderúrgicos - Outros;Capitão Eduardo;MG;Tubarão;ES;105;68.250
01/2020;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;6.766;1.467.532
01/2020;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;1.093;244.209
01/2020;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;19.734;4.396.040
01/2020;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;5.363;2.322.773
01/2020;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;76;15.434
01/2020;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Pedro Nolasco;ES;701;471.961
01/2020;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;8.118;5.446.169
01/2020;EFVM;Prd. Siderúrgicos - Outros;Pedro Nolasco;ES;Pedreira Rio das Velhas;MG;1.690;1.091.519
01/2020;EFVM;Prd. Siderúrgicos - Outros;Tubarão;ES;Ouro Branco;MG;1.195;801.696
01/2020;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Lafaiete Bandeira;MG;2.965;660.497
01/2020;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Tubarão;ES;3.099;1.342.210
01/2020;EFVM;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Intendente Câmara;MG;1.885;419.912
01/2020;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Intendente Câmara;MG;15.234;3.622.111
01/2020;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;16.759;11.243.210
01/2020;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Divinopolis;MG;2.500;2.034.055
01/2020;EFVM;Prd. Siderúrgicos - Tarugo;Capitão Eduardo;MG;Tubarão;ES;3.318;2.156.729
01/2020;EFVM;Prd. Siderúrgicos - Tarugo;João Monlevade;MG;Parque Industrial;MG;1.000;145.326
01/2020;EFVM;Prd. Siderúrgicos - Tarugo;Lafaiete Bandeira;MG;Tubarão;ES;2.786;1.827.270
01/2020;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;22.610;2.456.214
01/2020;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;41.198;7.035.382
01/2020;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;19.423;27.306.929
01/2020;FCA;Açúcar;Guará;SP;Estação TUF;SP;172.323;110.271.716
01/2020;FCA;Açúcar;Guará;SP;Santos;SP;5.767;3.739.263
01/2020;FCA;Açúcar;Mato Seco;SP;Estação TUF;SP;5.712;2.057.028
01/2020;FCA;Açúcar;Mato Seco;SP;Santos;SP;22.889;8.436.907
01/2020;FCA;Açúcar;Ribeirão Preto;SP;Estação TUF;SP;5.744;3.141.743
01/2020;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;57.403;31.883.798
01/2020;FCA;Açúcar;Terminal Integrador Uberaba;MG;Estação TUF;SP;54.280;43.696.283
01/2020;FCA;Areia;Ipameri;GO;Brasília;DF;2.493;725.247
01/2020;FCA;Bauxita;Bauxita;MG;Alumínio;SP;24.648;6.896.387
01/2020;FCA;Bauxita;Brasília;DF;Alumínio;SP;62.797;72.485.886
01/2020;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;11.163;17.471.557
01/2020;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;71.609;33.406.170
01/2020;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;16.017;8.829.034
01/2020;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;27.021;7.400.268
01/2020;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;2.147;387.164
01/2020;FCA;Cimento acondicionado;Arcos;MG;Eldorado;MG;560;175.481
01/2020;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;45.688;21.313.817
01/2020;FCA;Cloreto de Potássio;Final Ramal das Fábricas;SP;Brejo Alegre;MG;4.599;4.276.743
01/2020;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;27.894;28.508.559
01/2020;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Calcario;RJ;6.256;2.986.038
01/2020;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;33.990;23.145.899
01/2020;FCA;Contêiner Cheio de 40 Pés;Replan;SP;General Curado;GO;1.581;1.538.560
01/2020;FCA;Cromita;Campo Formoso;BA;Irapui;BA;4.166;1.605.526
01/2020;FCA;Cromita;Itiuba;BA;Irapui;BA;17.437;5.265.607
01/2020;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;31.284;14.594.234
01/2020;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;2.363;2.419.723
01/2020;FCA;Enxofre;Estação TUF;SP;Valefertil;MG;78.661;54.665.617
01/2020;FCA;Farelo de Soja;Brejo Alegre;MG;Estação TUF;SP;12.073;11.068.067
01/2020;FCA;Farelo de Soja;Ipameri;GO;Santos;SP;21.504;22.227.867
01/2020;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;48.505;35.064.992
01/2020;FCA;Fosfato;Catalão;GO;Valefertil;MG;48.053;14.562.125
01/2020;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;3.346;1.204.431
01/2020;FCA;Grãos - Milho;Brejo Alegre;MG;Estação TUF;SP;270;247.525
01/2020;FCA;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;18.898;26.583.893
01/2020;FCA;Grãos - Milho;Estação TUF;SP;Uberlândia;MG;983;844.623
01/2020;FCA;Grãos - Milho;Terminal Integrador Uberaba;MG;Estação TUF;SP;5.744;4.623.968
01/2020;FCA;LAB - Sulfonato de alquilbenzeno linear;Copec;BA;Vespasiano;MG;2.905;4.684.623
01/2020;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;5.290;5.421.599
01/2020;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;296;179.447
01/2020;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;234.817;72.643.926
01/2020;FCA;Minério de Ferro;Terminal de Patrocínio;MG;Terminal de Fosfatados;MG;281.962;54.602.223
01/2020;FCA;Óleo Diesel;Embiruçu;MG;Desembargador Drumond;MG;2.259;401.277
01/2020;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;3.458;1.244.746
01/2020;FCA;Óleo Diesel;Replan;SP;Brasília;DF;4.072;4.285.233
01/2020;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;19.890;13.574.447
01/2020;FCA;Prd. Siderúrgicos - Tarugo;Capitão Eduardo;MG;Tubarão;ES;2.023;1.314.968
01/2020;FCA;Prd. Siderúrgicos - Tarugo;Divinopolis;MG;Tubarão;ES;16.233;13.207.525
01/2020;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;12.393;17.423.400
01/2020;FCA;Soja;Pirapora;MG;Tubarão;ES;4.115;4.335.634
01/2020;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;38.229;31.244.598
01/2020;FCA;Soja;Terminal Integrador Uberaba;MG;Estação TUF;SP;66.657;53.657.394
01/2020;FCA;Toras de Madeira;Prudente de Morais;MG;Aracruz;ES;60.397;41.969.151
01/2020;FCA;Ureia;Final Ramal das Fábricas;SP;Brejo Alegre;MG;7.043;6.549.489
01/2020;FNSTN;Celulose;Suzano;MA;Pátio Esso;MA;72.320;44.518.311
01/2020;FNSTN;Farelo de Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;11.447;8.307.087
01/2020;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;12.834;15.984.744
01/2020;FNSTN;Grãos - Milho;Ponta da Madeira Pêra do Píer;MA;Porto Franco;MA;223;161.831
01/2020;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;36.109;44.973.755
01/2020;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Itaqui Base Combustível;MA;3.293;4.101.431
01/2020;FNSTN;Soja;Ponta da Madeira Pêra do Píer;MA;Porto Franco;MA;97;70.392
01/2020;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;14.391;795.261
01/2020;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;147.076;11.583.328
01/2020;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;46.781;3.001.102
01/2020;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;19.796;2.110.293
01/2020;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;8.461;901.959
01/2020;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;1.658;176.746
01/2020;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;303;32.300
01/2020;FTL;Álcool;Itaqui;MA;Itarare;PI;866;401.086
01/2020;FTL;Areia;Aracapé;CE;São Luis - Tirirical;MA;80;94.691
01/2020;FTL;Areia;Aracapé;CE;Teresina;PI;40;29.220
01/2020;FTL;Calcário Corretivo;Poty;CE;Pátio ABL;MA;297;284.482
01/2020;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;71.520;143.040
01/2020;FTL;Cimento acondicionado;Mucuripe;CE;Poty;CE;49;12.465
01/2020;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.087;2.431.110
01/2020;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;2.366;1.677.217
01/2020;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;18.468;4.698.037
01/2020;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;7.196;3.612.420
01/2020;FTL;Cimento acondicionado;São Luis - Tirirical;MA;Pecem;CE;201;234.141
01/2020;FTL;Cimento acondicionado;Teresina;PI;Poty;CE;29;14.558
01/2020;FTL;Clínquer;Poty;CE;Pátio ABL;MA;6.286;6.021.070
01/2020;FTL;Contêiner Cheio de 20 Pés;Aracapé;CE;São Luis - Tirirical;MA;24;28.407
01/2020;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;São Luis - Tirirical;MA;28;35.969
01/2020;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Teresina;PI;27;22.450
01/2020;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;São Luis - Tirirical;MA;460;590.929
01/2020;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Teresina;PI;235;195.402
01/2020;FTL;Contêiner Vazio de 20 Pés;São Luis - Tirirical;MA;Pecem;CE;2;2.329
01/2020;FTL;Contêiner Vazio de 20 Pés;Teresina;PI;Pecem;CE;2;1.417
01/2020;FTL;Contêiner Vazio de 40 Pés;São Luis - Tirirical;MA;Pecem;CE;129;150.269
01/2020;FTL;Contêiner Vazio de 40 Pés;Teresina;PI;Aracapé;CE;8;5.844
01/2020;FTL;Contêiner Vazio de 40 Pés;Teresina;PI;Pecem;CE;72;51.039
01/2020;FTL;Coque;Mucuripe;CE;Poty;CE;7.843;2.057.909
01/2020;FTL;Demais Produtos;AMV km 26 Itaqui;MA;Pirapemas Novo;MA;114;17.816
01/2020;FTL;Demais Produtos;Aracapé;CE;Coroatá;MA;40;37.992
01/2020;FTL;Demais Produtos;Aracapé;CE;Oficina Demostenes Rockert;CE;54;1.053
01/2020;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Miraíma;CE;202;190.608
01/2020;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Rosário;MA;841;9.425
01/2020;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;São Luis - Tirirical;MA;25;1.475
01/2020;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Aracapé;CE;5;97
01/2020;FTL;Demais Produtos;São Luis - Tirirical;MA;Aracapé;CE;1;1.183
01/2020;FTL;Demais Produtos;São Luis - Tirirical;MA;Carga Ferro Gusa e Cruz;MA;9;531
01/2020;FTL;Demais Produtos;São Luis - Tirirical;MA;Codó;MA;304;87.379
01/2020;FTL;Demais Produtos;São Luis - Tirirical;MA;Oficina Demostenes Rockert;CE;9;10.657
01/2020;FTL;Demais Produtos;Teresina;PI;Oficina Demostenes Rockert;CE;12;8.772
01/2020;FTL;Demais Produtos;Teresina;PI;Pecem;CE;5;3.544
01/2020;FTL;Dormente de Concreto;Carga Ferro Gusa e Cruz;MA;Rosário;MA;727;8.147
01/2020;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Carga Ferro Gusa e Cruz;MA;22;729
01/2020;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Teresina;PI;14;5.982
01/2020;FTL;Dormentes de Madeira;Carga Ferro Gusa e Cruz;MA;Caxias Nova;MA;15;4.730
01/2020;FTL;Dormentes de Madeira;Carga Ferro Gusa e Cruz;MA;Codó;MA;13;2.969
01/2020;FTL;Dormentes de Madeira;Crateus;CE;Cana Brava;PI;4;309
01/2020;FTL;Dormentes de Madeira;Crateus;CE;Ibiapaba;CE;3;111
01/2020;FTL;Farinha de Trigo;Mucuripe;CE;Teresina;PI;803;610.434
01/2020;FTL;Gasolina;Itaqui;MA;Itarare;PI;14.502;6.716.600
01/2020;FTL;Gasolina;Itaqui;MA;Teresina;PI;5.160;2.374.372
01/2020;FTL;Minério de Ferro;Sobral Novo;CE;Mucuripe;CE;6.158;1.574.526
01/2020;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;22.554;10.443.167
01/2020;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;6.838;3.145.958
01/2020;FTL;Pallets de Madeira;São Luis - Tirirical;MA;Pecem;CE;65;75.717
01/2020;FTL;Pedras em Blocos e Placas;Carga Ferro Gusa e Cruz;MA;AMV km 26 Itaqui;MA;2.851;94.510
01/2020;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;9.361;7.189.840
01/2020;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;29.984;15.302.663
01/2020;MRS;Açúcar;Itirapina;SP;Santos;SP;143.336;56.306.393
01/2020;MRS;Areia;Cruzeiro;SP;Mooca;SP;8.943;2.094.772
01/2020;MRS;Areia;Cruzeiro;SP;Santo André;SP;4.921;1.222.765
01/2020;MRS;Areia;Curuputuba;SP;Mooca;SP;22.138;3.753.298
01/2020;MRS;Areia;Roseira;SP;Mooca;SP;6.789;1.209.731
01/2020;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;44.312;30.082.220
01/2020;MRS;Carvão Mineral;Baia Sepetiba;RJ;Ouro Branco;MG;20.944;9.935.414
01/2020;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;117.152;13.940.619
01/2020;MRS;Celulose;São Silvestre;SP;Santos;SP;78.184;8.722.988
01/2020;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;35.695;23.634.230
01/2020;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;24.510;15.971.328
01/2020;MRS;Cimento a Granel;Terminal Cimento Barroso;MG;Deodoro;RJ;1.656;590.918
01/2020;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;10.096;5.356.311
01/2020;MRS;Cimento acondicionado;Vespasiano;MG;C.Ermelino Matarazzo;SP;576;459.085
01/2020;MRS;Cimento acondicionado;Vespasiano;MG;Rocha Sobrinho;RJ;792;486.003
01/2020;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;16.800;2.430.338
01/2020;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;3.873;1.394.578
01/2020;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;5.971;1.409.102
01/2020;MRS;Cimento acondicionado;Wilson Lobato;MG;Santo André;SP;1.540;1.319.939
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Dias Tavares;MG;224;65.738
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;8.506;5.466.047
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;6;1.217
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;MultiTerminais;RJ;60;11.933
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Parque Industrial;MG;692;443.993
01/2020;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Prudente de Morais;MG;126;94.142
01/2020;MRS;Contêiner Cheio de 20 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;290;54.888
01/2020;MRS;Contêiner Cheio de 20 Pés;Brisamar;RJ;Eldorado;MG;880;538.510
01/2020;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;744;140.817
01/2020;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Edmar Alves;SP;6.819;1.124.797
01/2020;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.072;260.070
01/2020;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;2.161;296.190
01/2020;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Paulínia;SP;1.498;298.970
01/2020;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;1.724;365.782
01/2020;MRS;Contêiner Cheio de 20 Pés;Edmar Alves;SP;Conceiçãozinha;SP;6.739;1.122.811
01/2020;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;5.327;3.104.577
01/2020;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;5.020;2.771.710
01/2020;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Arará;RJ;783;275.178
01/2020;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Brisamar;RJ;55;17.642
01/2020;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Barnabé;SP;797;102.732
01/2020;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;2.044;280.154
01/2020;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Arará;RJ;5.404;3.144.049
01/2020;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Brisamar;RJ;478;263.441
01/2020;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Boa Vista Velha;SP;51;9.777
01/2020;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Arará;RJ;381;209.807
01/2020;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Brisamar;RJ;264;137.283
