Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2022;EFC;Cobre;Paraupebas;PA;Ponta da Madeira Cobre;MA;34.397;29.994.184
01/2022;EFC;Escória;Açailândia;MA;Ponta da Madeira;MA;2.166;1.111.158
01/2022;EFC;Ferro Gusa;Açailândia;MA;Ponta da Madeira Pêra do Píer;MA;18.060;9.494.142
01/2022;EFC;Ferro Gusa;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;25.690;19.285.482
01/2022;EFC;Gasolina;Itaqui Base Combustível;MA;Açailândia;MA;5.608;2.932.984
01/2022;EFC;Gasolina;Itaqui Base Combustível;MA;Marabá;PA;8.587;6.423.076
01/2022;EFC;Manganês;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;18.904;14.191.232
01/2022;EFC;Minério de Ferro;Açailândia;MA;Ponta da Madeira;MA;22.191;11.383.983
01/2022;EFC;Minério de Ferro;Carajás;PA;Açailândia;MA;137.415;51.942.870
01/2022;EFC;Minério de Ferro;Carajás;PA;Marabá;PA;20.967;3.207.951
01/2022;EFC;Minério de Ferro;Carajás;PA;Ponta da Madeira;MA;8.256.383;7.356.437.253
01/2022;EFC;Minério de Ferro;Serra Leste;PA;Ponta da Madeira;MA;340.841;283.355.438
01/2022;EFC;Minério de Ferro;Serra Sul;PA;Ponta da Madeira;MA;5.877.016;5.561.925.664
01/2022;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Açailândia;MA;17.065;8.924.995
01/2022;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Marabá;PA;39.204;29.324.592
01/2022;EFPO;Cimento acondicionado;Agrária;PR;Cascavel;PR;1.040;250.221
01/2022;EFPO;Soja;Cascavel;PR;Agrária;PR;6.520;1.568.698
01/2022;EFVM;Antracito;Tubarão;ES;Intendente Câmara;MG;7.606;3.294.242
01/2022;EFVM;Antracito;Tubarão;ES;Ouro Branco;MG;4.956;3.324.861
01/2022;EFVM;Calcário Siderúrgico;Capitão Eduardo;MG;Intendente Câmara;MG;7.925;1.718.916
01/2022;EFVM;Carvão Mineral;Pedro Nolasco;ES;Prudente de Morais;MG;4.853;3.508.306
01/2022;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;13.453;7.047.945
01/2022;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;112.646;48.788.221
01/2022;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;101.527;68.112.027
01/2022;EFVM;Carvão Mineral;Tubarão;ES;Prudente de Morais;MG;4.666;3.361.955
01/2022;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;300;111.171
01/2022;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;91.298;33.832.573
01/2022;EFVM;Cloreto de Potássio;Tubarão;ES;Brejo Alegre;MG;23.450;32.968.518
01/2022;EFVM;Cloreto de Potássio;Tubarão;ES;Eng. Adelmar;MG;1.856;1.793.628
01/2022;EFVM;Contêiner Cheio de 20 Pés;Tubarão;ES;Nova Granja;MG;3.474;2.365.661
01/2022;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;11.951;8.610.958
01/2022;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;22.628;11.854.673
01/2022;EFVM;Coque Metalúrgico;Tubarão;ES;Intendente Câmara;MG;14.699;6.366.298
01/2022;EFVM;Ferro Gusa;Aroaba;ES;Pedro Nolasco;ES;10.503;252.838
01/2022;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;8.757;5.613.427
01/2022;EFVM;Ferro Gusa;Funil;MG;Tubarão;ES;6.505;4.154.278
01/2022;EFVM;Fosfato;Tubarão;ES;Brejo Alegre;MG;7.529;10.585.073
01/2022;EFVM;Minério de Ferro;Bicas;MG;Tubarão;ES;98.636;53.629.082
01/2022;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;1.255.741;733.369.064
01/2022;EFVM;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;36.936;8.011.342
01/2022;EFVM;Minério de Ferro;Capitão Eduardo;MG;Mário Carvalho;MG;2.545;516.823
01/2022;EFVM;Minério de Ferro;Conceição;MG;Intendente Câmara;MG;19.545;2.157.807
01/2022;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.400.520;761.200.817
01/2022;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;819.394;487.119.898
01/2022;EFVM;Minério de Ferro;João Paulo;MG;Intendente Câmara;MG;6.590;718.079
01/2022;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;927.286;502.659.479
01/2022;EFVM;Minério de Ferro;Mário Carvalho;MG;Intendente Câmara;MG;10.357;143.175
01/2022;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;19.699;8.804.171
01/2022;EFVM;Minério de Ferro;Ouro Branco;MG;Intendente Câmara;MG;42.236;10.042.240
01/2022;EFVM;Minério de Ferro;Ouro Branco;MG;Piraqueaçu;ES;3.636;2.175.207
01/2022;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;148.791;99.820.309
01/2022;EFVM;Minério de Ferro;Pedreira Rio das Velhas;MG;Tubarão;ES;4.527;2.913.020
01/2022;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;14.500;1.053.192
01/2022;EFVM;Minério de Ferro;Timbopeba;MG;Pedro Nolasco;ES;2.757;1.690.961
01/2022;EFVM;Minério de Ferro;Timbopeba;MG;Piraqueaçu;ES;10.924;5.880.465
01/2022;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;695.724;425.046.312
01/2022;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;29.366;12.718.737
01/2022;EFVM;Minério de Ferro;Tubarão;ES;Mário Carvalho;MG;7.982;3.567.435
01/2022;EFVM;Minério de Ferro;Tubarão;ES;Pedro Nolasco;ES;8.914;242.593
01/2022;EFVM;Minério de Ferro;Tubarão;ES;Piraqueaçu;ES;12.696;922.161
01/2022;EFVM;Outros - adubos e Fertilizantes;Tubarão;ES;Brejo Alegre;MG;7.942;11.165.712
01/2022;EFVM;Pedras em Blocos e Placas;Colatina;ES;Tubarão;ES;1.628;210.379
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Capitão Eduardo;MG;12.006;2.604.071
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;3.808;850.821
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Eldorado;MG;1.090;259.276
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;22.485;5.606.958
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;4.882;1.087.536
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Pedro Nolasco;ES;10.612;4.621.559
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;31.513;13.648.626
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Eldorado;MG;722;484.447
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Lafaiete Bandeira;MG;5.834;3.826.378
01/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;7.924;5.324.768
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;6.353;3.182.979
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;7.520;927.628
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;5.967;861.185
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;8.203;1.674.559
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Nova Granja;MG;2.054;316.947
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;44;6.394
01/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;2.509;1.321.374
01/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;6.796;1.474.035
01/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;3.675;821.104
01/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;2.315;515.700
01/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;6.535;2.830.379
01/2022;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Lafaiete Bandeira;MG;6.950;1.452.139
01/2022;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Pedro Nolasco;ES;1.747;1.176.200
01/2022;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;1.278;857.379
01/2022;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Lafaiete Bandeira;MG;205;45.666
01/2022;EFVM;Prd. Siderúrgicos - Placa;Mário Carvalho;MG;Tubarão;ES;4.452;1.989.754
01/2022;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Divinopolis;MG;1.551;1.261.927
01/2022;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;8.747;3.788.421
01/2022;EFVM;Prd. Siderúrgicos - Tarugo;João Monlevade;MG;Parque Industrial;MG;889;129.194
01/2022;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;15.894;10.662.903
01/2022;EFVM;Prd. Siderúrgicos - Tarugo;Pedro Nolasco;ES;João Monlevade;MG;1.327;702.045
01/2022;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;20.757;2.254.915
01/2022;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;25.938;4.429.432
01/2022;FCA;Açúcar;Guará;SP;Estação TUF;SP;49.313;31.556.018
01/2022;FCA;Açúcar;Mato Seco;SP;Estação TUF;SP;22.816;8.216.586
01/2022;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;61.494;34.156.104
01/2022;FCA;Açúcar;Terminal Integrador Uberaba;MG;Estação TUF;SP;1.828;1.471.594
01/2022;FCA;Areia;Roncador Novo;GO;Brasília;DF;2.697;659.597
01/2022;FCA;Bauxita;Bauxita;MG;Alumínio;SP;31.131;8.710.298
01/2022;FCA;Bauxita;Brasília;DF;Alumínio;SP;99.273;114.589.731
01/2022;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;5.660;8.858.640
01/2022;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;66.797;31.161.334
01/2022;FCA;Calcário Siderúrgico;Batista Almeida;MG;Intendente Câmara;MG;3.243;1.762.340
01/2022;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;12.347;3.381.485
01/2022;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;3.948;2.688.437
01/2022;FCA;Cimento a Granel;Wilson Lobato;MG;Candeias;BA;3.934;6.030.109
01/2022;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;40.644;18.960.751
01/2022;FCA;Cloreto de Potássio;Estação TUF;SP;Brejo Alegre;MG;9.685;8.878.838
01/2022;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;29.493;30.142.789
01/2022;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Calcario;RJ;3.162;1.509.246
01/2022;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;20.339;13.850.085
01/2022;FCA;Contêiner Cheio de 40 Pés;Eldorado;MG;Copec;BA;644;1.077.054
01/2022;FCA;Contêiner Cheio de 40 Pés;Replan;SP;General Curado;GO;1.931;1.879.167
01/2022;FCA;Coque;Prudente de Morais;MG;Intendente Câmara;MG;2.100;603.563
01/2022;FCA;Cromita;Campo Formoso;BA;Irapui;BA;6.945;2.676.519
01/2022;FCA;Cromita;Itiuba;BA;Irapui;BA;12.795;3.863.821
01/2022;FCA;Demais Produtos;Replan;SP;Estação Pool;GO;2.615;2.673.005
01/2022;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;47.926;22.357.861
01/2022;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;9.838;10.074.161
01/2022;FCA;Enxofre;Estação TUF;SP;Valefertil;MG;68.460;47.576.412
01/2022;FCA;Farelo de Soja;Brejo Alegre;MG;Santos;SP;1.462;1.352.699
01/2022;FCA;Farelo de Soja;Ipameri;GO;Santos;SP;2.391;2.471.485
01/2022;FCA;Farelo de Soja;Terminal Integrador Uberaba;MG;Santos;SP;6.294;5.120.219
01/2022;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;17.332;12.529.553
01/2022;FCA;Ferro Gusa;Prudente de Morais;MG;Tubarão;ES;13.665;9.845.926
01/2022;FCA;Fosfato;Catalão;GO;Valefertil;MG;66.789;20.239.938
01/2022;FCA;Gasolina;Candeias;BA;Montes Claros;MG;1.611;1.724.727
01/2022;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;1.433;515.824
01/2022;FCA;Gasolina;Replan;SP;Brasília;DF;2.939;3.092.903
01/2022;FCA;Gasolina;Replan;SP;Estação Pool;GO;6.504;6.648.270
01/2022;FCA;Grãos - Milho;Terminal Integrador Uberaba;MG;Estação TUF;SP;12.337;9.931.659
01/2022;FCA;LAB - Sulfonato de alquilbenzeno linear;Copec;BA;Vespasiano;MG;1.726;2.783.359
01/2022;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;4.492;4.603.747
01/2022;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;6.626;4.016.959
01/2022;FCA;Minério de Ferro;Licínio de Almeida;BA;Minério Bahia;BA;17.117;9.933.474
01/2022;FCA;Minério de Ferro;Paulo Menicucci;MG;Intendente Câmara;MG;6.254;2.449.616
01/2022;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;55.140;17.058.329
01/2022;FCA;Minério de Ferro;Terminal de Patrocínio;MG;Terminal de Fosfatados;MG;228.401;44.230.082
01/2022;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;9.788;10.478.981
01/2022;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;780;280.769
01/2022;FCA;Óleo Diesel;Replan;SP;Brasília;DF;8.503;8.948.266
01/2022;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;9.659;9.873.253
01/2022;FCA;Prd. Siderúrgicos - Placa;Parque Industrial;MG;Intendente Câmara;MG;2.337;558.236
01/2022;FCA;Soja;Brejo Alegre;MG;Santos;SP;3.127;2.893.218
01/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;47.983;39.354.257
01/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Estação TUF;SP;77.173;62.126.647
01/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Santos;SP;33.552;27.294.814
01/2022;FCA;Toras de Madeira;Prudente de Morais;MG;Aracruz;ES;46.483;32.300.478
01/2022;FCA;Ureia;Estação TUF;SP;Brejo Alegre;MG;4.868;4.462.797
01/2022;FNSTN;Álcool;Porto Nacional;TO;Itaqui Base Combustível;MA;3.269;4.071.539
01/2022;FNSTN;Celulose;Suzano;MA;Pátio Esso;MA;121.790;74.970.757
01/2022;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;10.118;12.601.968
01/2022;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;44.006;54.809.469
01/2022;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Açailândia;MA;831;600.397
01/2022;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Itaqui Base Combustível;MA;921;1.147.105
01/2022;FNSTN;Soja;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;117.565;114.825.728
01/2022;FNSTN;Soja;Ponta da Madeira Pêra do Píer;MA;Palmeirante;TO;1.535;1.499.234
01/2022;FNSTN;Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;7.644;5.547.249
01/2022;FNSTN;Soja;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;7.365;9.192.992
01/2022;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;21.121;1.167.167
01/2022;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;136.611;10.737.693
01/2022;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;2.845;194.111
01/2022;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;59.703;3.838.615
01/2022;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;28.601;3.048.923
01/2022;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;10.532;1.122.732
01/2022;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;2.335;248.915
01/2022;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;504;53.727
01/2022;FTL;Álcool;Itaqui;MA;Itarare;PI;132;61.135
01/2022;FTL;Areia;Aracapé;CE;Coroatá;MA;40;37.992
01/2022;FTL;Areia;Aracapé;CE;Teresina;PI;80;58.440
01/2022;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;120.080;240.160
01/2022;FTL;Cimento acondicionado;Fábrica Votorantim Pecém;CE;Mucuripe;CE;5.160;353.630
01/2022;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.339;2.724.661
01/2022;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;1.083;767.720
01/2022;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;4.256;1.082.675
01/2022;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;8.840;4.437.715
01/2022;FTL;Clínquer;Poty;CE;Fábrica Votorantim Pecém;CE;5.795;1.160.755
01/2022;FTL;Clínquer;Poty;CE;Pátio ABL;MA;4.401;4.215.515
01/2022;FTL;Contêiner Cheio de 20 Pés;Aracapé;CE;São Luis - Tirirical;MA;287;340.525
01/2022;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Aracapé;CE;1.188;68.451
01/2022;FTL;Coque;Mucuripe;CE;Poty;CE;7.954;2.023.402
01/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;AMV km 26 Itaqui;MA;361;11.967
01/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Carema;MA;2.331;76.689
01/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Teresina;PI;167;66.299
01/2022;FTL;Demais Produtos;Crateus;CE;Aracapé;CE;1;438
01/2022;FTL;Demais Produtos;Crateus;CE;Reriutaba;CE;13;1.923
01/2022;FTL;Demais Produtos;Crateus;CE;Sobral;CE;5;1.037
01/2022;FTL;Demais Produtos;Itapipoca Novo;CE;Oficina Demostenes Rockert;CE;16;2.215
01/2022;FTL;Demais Produtos;Miraíma;CE;Itapipoca Novo;CE;14;602
01/2022;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Teresina;PI;20;14.620
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Aracapé;CE;1;1.183
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Babaçu;MA;97;32.010
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Cana Brava;PI;24;16.104
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Pecem;CE;1;1.164
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Pirapemas Novo;MA;103;19.055
01/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Teresina;PI;30;13.680
01/2022;FTL;Demais Produtos;Sobral;CE;Oficina Demostenes Rockert;CE;1;231
01/2022;FTL;Demais Produtos;Teresina;PI;Aracapé;CE;1;730
01/2022;FTL;Demais Produtos;Teresina;PI;Oficina Demostenes Rockert;CE;10;7.310
01/2022;FTL;Demais Produtos;Teresina;PI;Pecem;CE;10;7.088
01/2022;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Morro Alegre;PI;72;39.719
01/2022;FTL;Dormentes de Madeira;Rosário;MA;Pirapemas Novo;MA;17;1.951
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Altos;PI;24;11.811
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Cana Brava;PI;72;48.105
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Castelo;PI;48;29.597
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Coroatá;MA;24;5.611
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Crateus;CE;24;17.960
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Cristino Cruz;MA;24;9.801
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Croatá;CE;24;26.749
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Ibiapaba;CE;24;17.071
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Itapecuru Mirim;MA;16;2.037
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Itapipoca Novo;CE;24;25.095
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Nova Russas;CE;24;19.383
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Pirapemas Novo;MA;48;8.880
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Reriutaba;CE;24;21.511
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Sobral;CE;24;22.941
01/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Teresina;PI;30;13.594
01/2022;FTL;Gasolina;Itaqui;MA;Itarare;PI;17.309;8.016.660
01/2022;FTL;Gasolina;Itaqui;MA;Teresina;PI;3.317;1.523.194
01/2022;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;25.194;11.668.596
01/2022;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;2.977;1.367.932
01/2022;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;11.575;9.483.120
01/2022;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;São Luis - Tirirical;MA;1.530;1.782.270
01/2022;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;15.320;7.818.729
01/2022;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;5.371;1.458.054
01/2022;MRS;Açúcar;Itirapina;SP;Santos;SP;104.555;41.072.131
01/2022;MRS;Açúcar;Pradopolis;SP;Santos;SP;59.893;32.311.787
01/2022;MRS;Areia;Cruzeiro;SP;Mooca;SP;20.611;4.827.838
01/2022;MRS;Areia;Roseira;SP;Água Branca;SP;2.293;423.177
01/2022;MRS;Areia;Roseira;SP;Mooca;SP;6.854;1.221.314
01/2022;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;62.226;42.243.551
01/2022;MRS;Calcário Siderúrgico;Itutinga;MG;Volta Redonda;RJ;17.257;3.568.367
01/2022;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;102.878;12.242.070
01/2022;MRS;Carvão Mineral;Porto Sudeste;RJ;Ouro Branco;MG;9.468;4.472.493
01/2022;MRS;Carvão Mineral;Prudente de Morais;MG;Ouro Branco;MG;6.120;1.629.511
01/2022;MRS;Celulose;Pederneiras;SP;Santos;SP;155.231;80.885.595
01/2022;MRS;Celulose;São Silvestre;SP;Barnabé;SP;72.656;7.335.349
01/2022;MRS;Celulose;São Silvestre;SP;Santos;SP;2.304;257.057
01/2022;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;25.022;16.567.466
01/2022;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;31.530;20.545.736
01/2022;MRS;Cimento acondicionado;Arará;RJ;São José dos Campos;SP;9.445;3.595.277
01/2022;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;12.796;6.788.764
01/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;30.739;4.446.795
01/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;4.373;1.574.616
01/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Eng. São Paulo;SP;718;242.790
01/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Mogi das Cruzes;SP;287;95.426
01/2022;MRS;Cimento acondicionado;Wilson Lobato;MG;Eng. São Paulo;SP;1.406;1.180.006
01/2022;MRS;Cimento acondicionado;Wilson Lobato;MG;Santo André;SP;2.203;1.888.197
01/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;3.176;2.040.931
01/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;38;7.711
01/2022;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Boa Vista Velha;SP;4;724
01/2022;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Cragea;SP;16;723
01/2022;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Curuputuba;SP;23;4.692
01/2022;MRS;Contêiner Cheio de 20 Pés;Brisamar;RJ;Parque Industrial;MG;5;3.054
01/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Cragea;SP;48;2.562
01/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;4.889;1.037.304
01/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;775;188.017
01/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;985;135.006
01/2022;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Brisamar;RJ;3.375;970.430
01/2022;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;2.688;570.315
01/2022;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;911;530.931
01/2022;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;1.626;897.769
01/2022;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Brisamar;RJ;2.819;904.261
01/2022;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Barnabé;SP;6;773
01/2022;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;1.305;178.865
01/2022;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Brisamar;RJ;61;33.619
01/2022;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Cragea;SP;58;3.238
01/2022;MRS;Contêiner Cheio de 20 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;1.434;347.891
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.423;521.176
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Eldorado;MG;27;17.350
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Itatiaia;RJ;267;54.182
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Manoel Feio;SP;294;133.507
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;MultiTerminais;RJ;2.079;413.490
01/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Prudente de Morais;MG;162;121.039
