Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
04/2022;EFC;Minério de Ferro;Serra Sul;PA;Ponta da Madeira;MA;5.145.860;4.869.969.861
04/2022;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Açailândia;MA;18.822;9.843.906
04/2022;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Marabá;PA;36.480;27.287.040
04/2022;EFPO;Cimento acondicionado;Agrária;PR;Cascavel;PR;2.680;644.802
04/2022;EFPO;Soja;Cascavel;PR;Agrária;PR;25.333;6.095.066
04/2022;EFVM;Antracito;Tubarão;ES;Ouro Branco;MG;7.432;4.985.950
04/2022;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;10.516;5.509.269
04/2022;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;73.504;31.835.390
04/2022;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;151.731;101.792.686
04/2022;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;66;24.457
04/2022;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;97.602;36.168.665
04/2022;EFVM;Contêiner Cheio de 20 Pés;Tubarão;ES;Nova Granja;MG;4.011;2.731.338
04/2022;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;31.915;22.995.459
04/2022;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;29.682;15.550.221
04/2022;EFVM;Coque Metalúrgico;Tubarão;ES;Intendente Câmara;MG;66.532;28.815.740
04/2022;EFVM;Demais Produtos;Pedro Nolasco;ES;Tubarão;ES;1.047;28.493
04/2022;EFVM;Ferro Gusa;Aroaba;ES;Pedro Nolasco;ES;17.007;409.409
04/2022;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;16.604;10.643.526
04/2022;EFVM;Ferro Gusa;Funil;MG;Tubarão;ES;1.660;1.060.123
04/2022;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;1.913.750;1.117.654.874
04/2022;EFVM;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;100.081;21.707.365
04/2022;EFVM;Minério de Ferro;Conceição;MG;Bicas;MG;18.627;1.443.275
04/2022;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.410.311;766.522.354
04/2022;EFVM;Minério de Ferro;Fazendão;MG;Piraqueaçu;ES;3.641;1.900.070
04/2022;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;1.006.796;598.528.138
04/2022;EFVM;Minério de Ferro;Funil;MG;Mário Carvalho;MG;70;13.418
04/2022;EFVM;Minério de Ferro;João Paulo;MG;Bicas;MG;6.936;527.455
04/2022;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;937.650;508.277.554
04/2022;EFVM;Minério de Ferro;Mário Carvalho;MG;Intendente Câmara;MG;12.768;176.504
04/2022;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;43.025;19.229.378
04/2022;EFVM;Minério de Ferro;Ouro Branco;MG;Intendente Câmara;MG;11.916;2.833.207
04/2022;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;135.989;91.231.755
04/2022;EFVM;Minério de Ferro;Pedro Nolasco;ES;Intendente Câmara;MG;14.694;6.399.295
04/2022;EFVM;Minério de Ferro;Pedro Nolasco;ES;Tubarão;ES;3.203;87.169
04/2022;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;2.900;210.638
04/2022;EFVM;Minério de Ferro;Timbopeba;MG;Piraqueaçu;ES;20.989;11.298.525
04/2022;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;795.586;486.056.102
04/2022;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;23.070;9.991.870
04/2022;EFVM;Minério de Ferro;Tubarão;ES;Mário Carvalho;MG;6.780;3.030.219
04/2022;EFVM;Minério de Ferro;Tubarão;ES;Pedro Nolasco;ES;11.602;315.747
04/2022;EFVM;Minério de Ferro;Tubarão;ES;Piraqueaçu;ES;9.195;667.869
04/2022;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;847;111.481
04/2022;EFVM;Pedras em Blocos e Placas;Colatina;ES;Tubarão;ES;1.376;177.814
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Capitão Eduardo;MG;23.165;5.024.435
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;11.306;2.526.099
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;35.922;8.957.683
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;32.203;7.173.694
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Pedro Nolasco;ES;2.582;1.124.471
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;15.431;6.683.335
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Capitão Eduardo;MG;2.202;447.164
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Intendente Câmara;MG;1.623;702.939
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Lafaiete Bandeira;MG;6.272;4.113.652
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Nova Granja;MG;3.042;2.071.486
04/2022;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;13.006;8.739.769
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;Aracruz;ES;João Monlevade;MG;127;63.629
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;8.306;4.161.472
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;9.415;1.161.384
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;10.825;1.562.321
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;6.091;1.243.415
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Nova Granja;MG;1.462;225.596
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;1.450;210.720
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;5.422;2.868.491
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Pedro Nolasco;ES;581;391.169
04/2022;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;8.020;5.380.423
04/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;6.646;1.441.500
04/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;2.157;481.938
04/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;12.490;2.782.328
04/2022;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;1.865;807.752
04/2022;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;207;42.034
04/2022;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Pedro Nolasco;ES;1.565;1.053.665
04/2022;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;2.700;1.811.363
04/2022;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Lafaiete Bandeira;MG;699;155.712
04/2022;EFVM;Prd. Siderúrgicos - Placa;Mário Carvalho;MG;Tubarão;ES;4.018;1.795.784
04/2022;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Intendente Câmara;MG;1.890;449.375
04/2022;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;10.698;7.177.031
04/2022;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Divinopolis;MG;3.026;2.462.020
04/2022;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Governador Valadares;MG;2.341;755.005
04/2022;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;20.292;8.788.687
04/2022;EFVM;Prd. Siderúrgicos - Tarugo;João Monlevade;MG;Parque Industrial;MG;1.115;162.038
04/2022;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;35.445;23.779.198
04/2022;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;22.110;2.401.897
04/2022;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;27.786;4.745.015
04/2022;FCA;Açúcar;Guará;SP;Estação TUF;SP;102.391;65.521.325
04/2022;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;40.892;22.712.966
04/2022;FCA;Areia;Roncador Novo;GO;Brasília;DF;5.468;1.337.292
04/2022;FCA;Bauxita;Bauxita;MG;Alumínio;SP;24.354;6.814.127
04/2022;FCA;Bauxita;Brasília;DF;Alumínio;SP;84.741;97.815.604
04/2022;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;8.219;12.863.810
04/2022;FCA;Calcário Corretivo;Matozinhos;MG;Tubarão;ES;9.447;6.678.858
04/2022;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;69.585;32.461.958
04/2022;FCA;Calcário Siderúrgico;Batista Almeida;MG;Intendente Câmara;MG;4.134;2.246.535
04/2022;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;37.506;10.271.804
04/2022;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;36.989;25.188.102
04/2022;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;34.138;15.925.650
04/2022;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;35.139;35.913.182
04/2022;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Calcario;RJ;2.200;1.050.077
04/2022;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Tubarão;ES;2.982;2.912.041
04/2022;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;627;426.962
04/2022;FCA;Contêiner Cheio de 40 Pés;Eldorado;MG;Copec;BA;770;1.287.783
04/2022;FCA;Contêiner Cheio de 40 Pés;Replan;SP;General Curado;GO;1.358;1.321.547
04/2022;FCA;Cromita;Campo Formoso;BA;Irapui;BA;5.000;1.926.940
04/2022;FCA;Cromita;Itiuba;BA;Irapui;BA;18.472;5.578.156
04/2022;FCA;Demais Produtos;Nova Granja;MG;Tubarão;ES;4.700;3.200.521
04/2022;FCA;Demais Produtos;Replan;SP;Estação Pool;GO;1.975;2.018.809
04/2022;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;36.619;17.083.055
04/2022;FCA;Enxofre;Estação TUF;SP;Valefertil;MG;82.553;57.370.369
04/2022;FCA;Farelo de Soja;Brejo Alegre;MG;Estação TUF;SP;32.816;30.084.459
04/2022;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;31.669;44.523.668
04/2022;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;42.347;74.131.345
04/2022;FCA;Farelo de Soja;Ipameri;GO;Santos;SP;25.598;26.459.679
04/2022;FCA;Ferro Gusa;Paulo Menicucci;MG;Pedro Nolasco;ES;2.825;2.336.817
04/2022;FCA;Ferro Gusa;Paulo Menicucci;MG;Tubarão;ES;10.702;8.826.997
04/2022;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;27.655;19.992.209
04/2022;FCA;Ferro Gusa;Prudente de Morais;MG;Tubarão;ES;17.281;12.451.334
04/2022;FCA;Fosfato;Catalão;GO;Valefertil;MG;30.579;9.266.751
04/2022;FCA;Gasolina;Candeias;BA;Montes Claros;MG;1.879;2.011.646
04/2022;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;733;263.851
04/2022;FCA;Gasolina;Embiruçu;MG;Tubarão;ES;1.023;698.172
04/2022;FCA;Gasolina;Replan;SP;Brasília;DF;5.037;5.300.766
04/2022;FCA;Gasolina;Replan;SP;Estação Pool;GO;4.466;4.565.063
04/2022;FCA;LAB - Sulfonato de alquilbenzeno linear;Copec;BA;Vespasiano;MG;1.329;2.143.154
04/2022;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;9.081;9.306.907
04/2022;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;5.332;3.232.481
04/2022;FCA;Minério de Ferro;Licínio de Almeida;BA;Minério Bahia;BA;31.965;18.550.184
04/2022;FCA;Minério de Ferro;Paulo Menicucci;MG;Intendente Câmara;MG;14.536;5.693.575
04/2022;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;172.427;53.342.705
04/2022;FCA;Minério de Ferro;Terminal de Patrocínio;MG;Terminal de Fosfatados;MG;397.223;76.922.631
04/2022;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;5.846;6.258.698
04/2022;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;393;141.464
04/2022;FCA;Óleo Diesel;Embiruçu;MG;Tubarão;ES;434;296.193
04/2022;FCA;Óleo Diesel;Replan;SP;Brasília;DF;7.839;8.249.495
04/2022;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;6.912;7.065.320
04/2022;FCA;Prd. Siderúrgicos - Placa;Eldorado;MG;Intendente Câmara;MG;10.815;2.572.553
04/2022;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;334.032;469.617.902
04/2022;FCA;Soja;Carreira Comprida;MG;Tubarão;ES;45.429;29.825.999
04/2022;FCA;Soja;Pirapora;MG;Tubarão;ES;123.199;129.804.555
04/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;83.858;68.777.886
04/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Estação TUF;SP;411.166;330.953.551
04/2022;FCA;Soja;Terminal Integrador Uberaba;MG;Santos;SP;100.704;81.923.496
04/2022;FCA;Toras de Madeira;Prudente de Morais;MG;Aracruz;ES;94.336;65.552.954
04/2022;FNSTN;Álcool;Porto Nacional;TO;Itaqui Base Combustível;MA;1.198;1.492.109
04/2022;FNSTN;Celulose;Suzano;MA;Pátio Esso;MA;140.480;86.475.835
04/2022;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;12.360;15.394.378
04/2022;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;43.507;54.187.965
04/2022;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Açailândia;MA;1.289;931.302
04/2022;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Itaqui Base Combustível;MA;184;229.172
04/2022;FNSTN;Soja;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;429.980;419.961.439
04/2022;FNSTN;Soja;Ponta da Madeira Pêra do Píer;MA;Palmeirante;TO;191;186.549
04/2022;FNSTN;Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;202.784;147.160.321
04/2022;FNSTN;Soja;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;516.354;644.513.045
04/2022;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;29.033;1.604.392
04/2022;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;152.432;11.970.941
04/2022;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;3.111;212.260
04/2022;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;57.527;3.702.215
04/2022;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;35.798;3.816.138
04/2022;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;14.144;1.507.778
04/2022;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;3.138;334.517
04/2022;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;962;102.551
04/2022;FTL;Álcool;Itaqui;MA;Itarare;PI;166;76.927
04/2022;FTL;Areia;Aracapé;CE;Crateus;CE;20;8.763
04/2022;FTL;Areia;Aracapé;CE;Sobral;CE;20;4.611
04/2022;FTL;Areia;Aracapé;CE;Teresina;PI;67;48.943
04/2022;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;151.680;303.360
04/2022;FTL;Cimento acondicionado;Fábrica Votorantim Pecém;CE;Mucuripe;CE;2.481;170.030
04/2022;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.436;2.837.654
04/2022;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;2.514;1.782.131
04/2022;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;4.628;1.177.307
04/2022;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;9.320;4.678.677
04/2022;FTL;Clínquer;Poty;CE;Fábrica Votorantim Pecém;CE;4.966;994.704
04/2022;FTL;Clínquer;Poty;CE;Pátio ABL;MA;3.941;3.774.902
04/2022;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Aracapé;CE;3.519;202.763
04/2022;FTL;Contêiner Cheio de 20 Pés;Teresina;PI;Pecem;CE;171;121.218
04/2022;FTL;Contêiner Vazio de 20 Pés;Teresina;PI;Pecem;CE;14;9.924
04/2022;FTL;Coque;Mucuripe;CE;Poty;CE;7.727;1.965.656
04/2022;FTL;Demais Produtos;AMV km 26 Itaqui;MA;Aracapé;CE;24;27.855
04/2022;FTL;Demais Produtos;Aracapé;CE;Itapipoca Novo;CE;9;1.241
04/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Cana Brava;PI;38;23.256
04/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Coroatá;MA;76;13.286
04/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Ibiapaba;CE;441;287.676
04/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Pirapemas Novo;MA;114;14.364
04/2022;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;São Luis - Tirirical;MA;94;5.546
04/2022;FTL;Demais Produtos;Crateus;CE;Aracapé;CE;2;876
04/2022;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Teresina;PI;9;6.579
04/2022;FTL;Demais Produtos;São Luis - Tirirical;MA;Itapecuru Mirim;MA;22;2.801
04/2022;FTL;Demais Produtos;Teresina;PI;Aracapé;CE;1;730
04/2022;FTL;Demais Produtos;Teresina;PI;Pecem;CE;5;3.544
04/2022;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Crateus;CE;24;17.339
04/2022;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Ipu;CE;24;20.220
04/2022;FTL;Dormentes de Madeira;AMV km 26 Itaqui;MA;Sobral;CE;24;22.321
04/2022;FTL;Dormentes de Madeira;Aracapé;CE;Croatá;CE;11;759
04/2022;FTL;Dormentes de Madeira;Aracapé;CE;Sobral;CE;4;922
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Castelo;PI;16;3.829
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Codó;MA;16;1.391
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Coroatá;MA;8;1.124
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Croatá;CE;16;11.842
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Ibiapaba;CE;20;6.681
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Ipu;CE;20;9.822
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Itapipoca Novo;CE;16;10.740
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Morro Alegre;PI;12;2.403
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Nova Russas;CE;16;6.886
04/2022;FTL;Dormentes de Madeira;Caxias Nova;MA;Pirapemas Novo;MA;8;1.538
04/2022;FTL;Dormentes de Madeira;Crateus;CE;Ipueiras;CE;24;2.234
04/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Altos;PI;24;11.811
04/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Castelo;PI;24;14.798
04/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Cristino Cruz;MA;24;9.801
04/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Ipueiras;CE;24;20.194
04/2022;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Nova Russas;CE;24;19.383
04/2022;FTL;Gasolina;Itaqui;MA;Itarare;PI;10.921;5.058.059
04/2022;FTL;Gasolina;Itaqui;MA;Teresina;PI;3.291;1.510.760
04/2022;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;15.918;7.372.418
04/2022;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;2.626;1.205.496
04/2022;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;2.227;1.578.682
04/2022;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;São Luis - Tirirical;MA;847;986.654
04/2022;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;12.290;6.272.336
04/2022;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;15.194;4.124.684
04/2022;MRS;Açúcar;Itirapina;SP;Santos;SP;55.788;21.915.088
04/2022;MRS;Açúcar;Pradopolis;SP;Santos;SP;76.093;41.086.513
04/2022;MRS;Areia;Cruzeiro;SP;Mooca;SP;24.288;5.689.123
04/2022;MRS;Areia;Roseira;SP;Água Branca;SP;9.054;1.670.933
04/2022;MRS;Areia;Roseira;SP;Mooca;SP;6.303;1.123.131
04/2022;MRS;Areia;Viga;MG;Prudente de Morais;MG;2.550;605.721
04/2022;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;52.752;35.811.908
04/2022;MRS;Calcário Siderúrgico;Itutinga;MG;Volta Redonda;RJ;14.003;2.895.512
04/2022;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;47.877;5.697.171
04/2022;MRS;Carvão Mineral;Porto Sudeste;RJ;Ouro Branco;MG;35.850;16.934.823
04/2022;MRS;Celulose;Pederneiras;SP;Santos;SP;174.416;90.882.247
04/2022;MRS;Celulose;São Silvestre;SP;Barnabé;SP;74.008;7.471.847
04/2022;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;37.020;24.511.534
04/2022;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;49.540;32.281.502
04/2022;MRS;Cimento acondicionado;Arará;RJ;São José dos Campos;SP;8.117;3.089.768
04/2022;MRS;Cimento acondicionado;Capuava;SP;Volta Redonda;RJ;420;151.232
04/2022;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;13.095;6.947.395
04/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;22.953;3.320.449
04/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;4.303;1.549.411
04/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Eng. São Paulo;SP;646;218.444
04/2022;MRS;Cimento acondicionado;Volta Redonda;RJ;Mogi das Cruzes;SP;502;166.912
04/2022;MRS;Cimento acondicionado;Wilson Lobato;MG;Eng. São Paulo;SP;2.667;2.238.319
04/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;3.691;2.371.875
04/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Floriano;RJ;1.864;320.962
04/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;17;3.449
04/2022;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Prudente de Morais;MG;912;681.407
04/2022;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Jundiaí;SP;5;644
04/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Couto e Silva;MG;117;113.799
04/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;4.371;927.399
04/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.468;356.141
04/2022;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;2.430;333.060
04/2022;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Barnabé;SP;49;9.996
04/2022;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Brisamar;RJ;3.983;1.145.251
04/2022;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;6.402;1.358.317
04/2022;MRS;Contêiner Cheio de 20 Pés;Dias Tavares;MG;Arará;RJ;110;64.480
04/2022;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;2.397;1.396.973
04/2022;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;634;350.052
04/2022;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Brisamar;RJ;2.349;753.498
04/2022;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Barnabé;SP;18;2.320
04/2022;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;1.535;210.389
04/2022;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Arará;RJ;1.007;585.873
04/2022;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Brisamar;RJ;176;96.999
04/2022;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Jundiaí;SP;53;7.393
04/2022;MRS;Contêiner Cheio de 20 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.427;588.796
04/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Couto e Silva;MG;14;9.221
04/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.877;687.455
04/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Eldorado;MG;73;46.910
04/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Itatiaia;RJ;970;196.842
04/2022;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;MultiTerminais;RJ;3.130;622.522
04/2022;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Boa Vista Velha;SP;92;16.661
04/2022;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Curuputuba;SP;2.779;566.938
04/2022;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Jundiaí;SP;7.228;931.681
04/2022;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Eldorado;MG;31;18.970
04/2022;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Floriano;RJ;3.321;469.997
04/2022;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;MultiTerminais;RJ;1.354;227.772
04/2022;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Prudente de Morais;MG;97;69.499
04/2022;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Água Branca;SP;299;24.644
04/2022;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;343;64.919
04/2022;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Couto e Silva;MG;52;50.577
04/2022;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Curuputuba;SP;4.138;877.963
