Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
04/2021;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;31.741;21.614.413
04/2021;FCA;Contêiner Cheio de 40 Pés;Eldorado;MG;Copec;BA;1.520;2.542.117
04/2021;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Replan;SP;280;272.484
04/2021;FCA;Contêiner Cheio de 40 Pés;Replan;SP;General Curado;GO;1.479;1.439.300
04/2021;FCA;Cromita;Campo Formoso;BA;Irapui;BA;5.778;2.226.771
04/2021;FCA;Cromita;Itiuba;BA;Irapui;BA;22.475;6.786.978
04/2021;FCA;Demais Produtos;Nova Granja;MG;Tubarão;ES;8.037;5.472.891
04/2021;FCA;Demais Produtos;Replan;SP;Estação Pool;GO;2.456;2.510.478
04/2021;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;62.253;29.041.521
04/2021;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;898;919.556
04/2021;FCA;Enxofre;Estação TUF;SP;Valefertil;MG;90.883;63.159.321
04/2021;FCA;Farelo de Soja;Brejo Alegre;MG;Estação TUF;SP;25.823;23.673.544
04/2021;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;38.588;67.550.956
04/2021;FCA;Farelo de Soja;Ipameri;GO;Santos;SP;21.539;22.264.045
04/2021;FCA;Ferro Gusa;Paulo Menicucci;MG;Pedro Nolasco;ES;850;703.113
04/2021;FCA;Ferro Gusa;Paulo Menicucci;MG;Tubarão;ES;7.434;6.131.555
04/2021;FCA;Ferro Gusa;Prudente de Morais;MG;Intendente Câmara;MG;8.400;2.414.252
04/2021;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;7.032;5.083.537
04/2021;FCA;Ferro Gusa;Prudente de Morais;MG;Tubarão;ES;19.447;14.011.987
04/2021;FCA;Fosfato;Catalão;GO;Valefertil;MG;55.630;16.858.282
04/2021;FCA;Gasolina;Candeias;BA;Montes Claros;MG;2.722;2.914.158
04/2021;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;3.912;1.408.169
04/2021;FCA;Gasolina;Replan;SP;Brasília;DF;4.252;4.474.658
04/2021;FCA;Gasolina;Replan;SP;Estação Pool;GO;4.404;4.501.689
04/2021;FCA;LAB - Sulfonato de alquilbenzeno linear;Copec;BA;Vespasiano;MG;2.237;3.607.401
04/2021;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;6.909;7.080.874
04/2021;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;7.415;4.495.284
04/2021;FCA;Minério de Ferro;Licínio de Almeida;BA;Capitão Eduardo;MG;29.643;25.669.148
04/2021;FCA;Minério de Ferro;Licínio de Almeida;BA;Pedreira Rio das Velhas;MG;4.529;3.951.439
04/2021;FCA;Minério de Ferro;Paulo Menicucci;MG;Intendente Câmara;MG;23.897;9.360.167
04/2021;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;99.228;30.697.569
04/2021;FCA;Minério de Ferro;Terminal de Patrocínio;MG;Terminal de Fosfatados;MG;413.010;79.979.799
04/2021;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;9.578;10.254.157
04/2021;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;2.511;903.864
04/2021;FCA;Óleo Diesel;Replan;SP;Brasília;DF;11.518;12.121.148
04/2021;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;11.042;11.286.932
04/2021;FCA;Soja;Brejo Alegre;MG;Estação TUF;SP;3.382;3.100.488
04/2021;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;436.042;613.079.899
04/2021;FCA;Soja;Carreira Comprida;MG;Tubarão;ES;43.703;28.692.810
04/2021;FCA;Soja;Pirapora;MG;Tubarão;ES;78.930;83.161.986
04/2021;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;124.050;101.568.746
04/2021;FCA;Soja;Terminal Integrador Uberaba;MG;Estação TUF;SP;567.964;457.197.203
04/2021;FCA;Soja;Terminal Integrador Uberaba;MG;Santos;SP;75.212;61.185.557
04/2021;FNSTN;Celulose;Suzano;MA;Pátio Esso;MA;115.040;70.815.632
04/2021;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;11.184;13.929.670
04/2021;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;54.852;68.318.164
04/2021;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Itaqui Base Combustível;MA;2.201;2.741.345
04/2021;FNSTN;Soja;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;500.190;488.535.539
04/2021;FNSTN;Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;207.328;150.457.911
04/2021;FNSTN;Soja;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;420.347;524.677.113
04/2021;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;21.900;1.210.215
04/2021;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;151.094;11.909.218
04/2021;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;45.947;2.954.793
04/2021;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;23.917;2.549.600
04/2021;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;9.815;1.046.298
04/2021;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;2.245;239.321
04/2021;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;383;40.828
04/2021;FTL;Álcool;Itaqui;MA;Itarare;PI;1.824;845.476
04/2021;FTL;Areia;Aracapé;CE;Coroatá;MA;40;37.992
04/2021;FTL;Areia;Aracapé;CE;São Luis - Tirirical;MA;40;47.345
04/2021;FTL;Areia;Aracapé;CE;Teresina;PI;40;29.220
04/2021;FTL;Areia;São Luis - Tirirical;MA;Teresina;PI;40;18.240
04/2021;FTL;Calcário Corretivo;Poty;CE;Pátio ABL;MA;412;394.635
04/2021;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;126.160;252.320
04/2021;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.528;2.944.824
04/2021;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;947;671.311
04/2021;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;17.796;4.527.088
04/2021;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;6.636;3.331.298
04/2021;FTL;Clínquer;Poty;CE;Pátio ABL;MA;8.600;8.237.544
04/2021;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Aracapé;CE;6.276;361.623
04/2021;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Aracapé;CE;180;10.371
04/2021;FTL;Coque;Mucuripe;CE;Poty;CE;7.161;1.821.672
04/2021;FTL;Demais Produtos;Aracapé;CE;Crateus;CE;19;8.324
04/2021;FTL;Demais Produtos;Aracapé;CE;Pecem;CE;13;749
04/2021;FTL;Demais Produtos;Crateus;CE;Ibiapaba;CE;9;333
04/2021;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Teresina;PI;1;731
04/2021;FTL;Demais Produtos;Sobral;CE;Aracapé;CE;1;230
04/2021;FTL;Demais Produtos;Sobral;CE;Oficina Demostenes Rockert;CE;7;1.617
04/2021;FTL;Demais Produtos;Teresina;PI;Aracapé;CE;1;730
04/2021;FTL;Demais Produtos;Teresina;PI;Castelo;PI;8;1.284
04/2021;FTL;Demais Produtos;Teresina;PI;Oficina Demostenes Rockert;CE;29;21.199
04/2021;FTL;Demais Produtos;Teresina;PI;Pecem;CE;15;10.633
04/2021;FTL;Dormentes de Madeira;Crateus;CE;Reriutaba;CE;8;1.183
04/2021;FTL;Dormentes de Madeira;Crateus;CE;Sobral;CE;5;1.037
04/2021;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Teresina;PI;36;16.312
04/2021;FTL;Gasolina;Itaqui;MA;Itarare;PI;12.758;5.908.865
04/2021;FTL;Gasolina;Itaqui;MA;Teresina;PI;3.718;1.707.907
04/2021;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;27.769;12.857.882
04/2021;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;3.715;1.706.483
04/2021;FTL;Pallets de Madeira;São Luis - Tirirical;MA;Pecem;CE;55;64.068
04/2021;FTL;Pallets de Madeira;Teresina;PI;Pecem;CE;28;19.848
04/2021;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;9.190;7.641.492
04/2021;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;Teresina;PI;775;644.413
04/2021;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;7.060;3.603.148
04/2021;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;4.963;1.347.295
04/2021;MRS;Açúcar;Itirapina;SP;Santos;SP;64.487;25.332.298
04/2021;MRS;Açúcar;Pradopolis;SP;Santos;SP;60.236;32.512.950
04/2021;MRS;Areia;Cruzeiro;SP;Mooca;SP;24.356;5.705.052
04/2021;MRS;Areia;Curuputuba;SP;Mooca;SP;544;92.230
04/2021;MRS;Areia;Roseira;SP;Água Branca;SP;12.075;2.228.465
04/2021;MRS;Areia;Roseira;SP;Mooca;SP;6.614;1.178.548
04/2021;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;41.907;28.449.530
04/2021;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;146.504;17.433.389
04/2021;MRS;Celulose;São Silvestre;SP;Barnabé;SP;61.144;6.173.098
04/2021;MRS;Celulose;São Silvestre;SP;Santos;SP;14.576;1.626.244
04/2021;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;11.736;7.770.593
04/2021;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;40.964;26.693.166
04/2021;MRS;Cimento acondicionado;Arará;RJ;São José dos Campos;SP;14.406;5.483.701
04/2021;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;13.557;7.192.503
04/2021;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;24.351;3.522.688
04/2021;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;6.529;2.350.942
04/2021;MRS;Cimento acondicionado;Volta Redonda;RJ;Mogi das Cruzes;SP;431;143.305
04/2021;MRS;Cimento acondicionado;Wilson Lobato;MG;Eng. São Paulo;SP;2.036;1.708.743
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Dias Tavares;MG;274;80.412
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;4.613;2.964.362
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;5;1.014
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;MultiTerminais;RJ;12;2.386
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Parque Industrial;MG;2.341;1.502.011
04/2021;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Prudente de Morais;MG;1.204;899.577
04/2021;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Boa Vista Velha;SP;8;1.448
04/2021;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Cragea;SP;36;1.628
04/2021;MRS;Contêiner Cheio de 20 Pés;Brisamar;RJ;Eldorado;MG;352;215.404
04/2021;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Cragea;SP;258;13.773
04/2021;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;1.559;330.774
04/2021;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;2.002;485.691
04/2021;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;5.528;757.677
04/2021;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Paulínia;SP;291;58.077
04/2021;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Barnabé;SP;256;52.226
04/2021;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Brisamar;RJ;5.981;1.719.746
04/2021;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;3.845;815.797
04/2021;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;3.805;2.217.556
04/2021;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;2.287;1.262.729
04/2021;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Arará;RJ;81;28.466
04/2021;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Brisamar;RJ;4.228;1.356.232
04/2021;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;1.498;205.318
04/2021;MRS;Contêiner Cheio de 20 Pés;Nova Granja;MG;Arará;RJ;1.142;739.772
04/2021;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Arará;RJ;1.585;922.153
04/2021;MRS;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Brisamar;RJ;638;351.622
04/2021;MRS;Contêiner Cheio de 20 Pés;Prudente de Morais;MG;Arará;RJ;23;15.808
04/2021;MRS;Contêiner Cheio de 20 Pés;Prudente de Morais;MG;Brisamar;RJ;645;423.558
04/2021;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Boa Vista Velha;SP;100;19.171
04/2021;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Cragea;SP;393;21.942
04/2021;MRS;Contêiner Cheio de 20 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.422;587.583
04/2021;MRS;Contêiner Cheio de 20 Pés - Perigoso;Eng. Neiva;SP;Conceiçãozinha;SP;174;42.212
04/2021;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.724;631.418
04/2021;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Eldorado;MG;509;327.087
04/2021;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Itatiaia;RJ;6;1.217
04/2021;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;MultiTerminais;RJ;3.581;712.221
04/2021;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Prudente de Morais;MG;471;351.910
04/2021;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Boa Vista Velha;SP;859;155.571
04/2021;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Cragea;SP;322;14.561
04/2021;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Curuputuba;SP;865;176.466
04/2021;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Jundiaí;SP;1.135;146.300
04/2021;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Eldorado;MG;43;26.313
04/2021;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Floriano;RJ;5.592;791.396
04/2021;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;446;84.414
04/2021;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Cragea;SP;4.316;315.446
04/2021;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Curuputuba;SP;5.249;1.113.685
04/2021;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Jundiaí;SP;4.833;662.420
04/2021;MRS;Contêiner Cheio de 40 Pés;Curuputuba;SP;Barnabé;SP;1.178;240.320
04/2021;MRS;Contêiner Cheio de 40 Pés;Curuputuba;SP;Conceiçãozinha;SP;83;17.610
04/2021;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Arará;RJ;1.101;641.663
04/2021;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Brisamar;RJ;1.298;716.669
04/2021;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Barnabé;SP;2.759;355.631
04/2021;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Conceiçãozinha;SP;4.202;575.933
04/2021;MRS;Contêiner Cheio de 40 Pés;Parque Industrial;MG;Brisamar;RJ;743;409.491
04/2021;MRS;Contêiner Cheio de 40 Pés;Paulínia;SP;Conceiçãozinha;SP;188;37.521
04/2021;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Boa Vista Velha;SP;2.161;414.302
04/2021;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Cragea;SP;990;55.274
04/2021;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Conceiçãozinha;SP;2.671;171.307
04/2021;MRS;Contêiner Cheio de 40 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.132;517.229
04/2021;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Eldorado;MG;155;99.604
04/2021;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Itutinga;MG;127;78.831
04/2021;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Nova Granja;MG;145;102.601
04/2021;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Parque Industrial;MG;57;36.571
04/2021;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Prudente de Morais;MG;21;15.690
04/2021;MRS;Contêiner Vazio de 20 Pés;Barnabé;SP;Curuputuba;SP;189;38.557
04/2021;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Eldorado;MG;87;53.239
04/2021;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Itutinga;MG;212;125.090
04/2021;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Parque Industrial;MG;27;16.494
04/2021;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Prudente de Morais;MG;12;8.597
04/2021;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;375;79.564
04/2021;MRS;Contêiner Vazio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;39;8.274
04/2021;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Arará;RJ;29;16.900
04/2021;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Brisamar;RJ;2;1.104
04/2021;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;423;102.619
04/2021;MRS;Contêiner Vazio de 20 Pés;Itatiaia;RJ;Arará;RJ;7;1.420
04/2021;MRS;Contêiner Vazio de 20 Pés;Itutinga;MG;Brisamar;RJ;2;641
04/2021;MRS;Contêiner Vazio de 20 Pés;Parque Industrial;MG;Arará;RJ;12;6.981
04/2021;MRS;Contêiner Vazio de 20 Pés;Prudente de Morais;MG;Arará;RJ;2.152;1.479.170
04/2021;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Eldorado;MG;142;89.634
04/2021;MRS;Contêiner Vazio de 40 Pés;Brisamar;RJ;Eldorado;MG;68;41.612
04/2021;MRS;Contêiner Vazio de 40 Pés;Curuputuba;SP;Conceiçãozinha;SP;690;146.397
04/2021;MRS;Contêiner Vazio de 40 Pés;Edmar Alves;SP;Arará;RJ;218;79.842
04/2021;MRS;Contêiner Vazio de 40 Pés;Eldorado;MG;Arará;RJ;37;21.563
04/2021;MRS;Contêiner Vazio de 40 Pés;Eldorado;MG;Brisamar;RJ;14;7.729
04/2021;MRS;Contêiner Vazio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;282;68.414
04/2021;MRS;Contêiner Vazio de 40 Pés;Floriano;RJ;Brisamar;RJ;449;63.543
04/2021;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Arará;RJ;122;24.757
04/2021;MRS;Contêiner Vazio de 40 Pés;Jundiaí;SP;Conceiçãozinha;SP;462;63.322
04/2021;MRS;Contêiner Vazio de 40 Pés;MultiTerminais;RJ;Arará;RJ;870;173.033
04/2021;MRS;Contêiner Vazio de 40 Pés;Parque Industrial;MG;Arará;RJ;3;1.745
04/2021;MRS;Contêiner Vazio de 40 Pés;Parque Industrial;MG;Brisamar;RJ;37;20.391
04/2021;MRS;Contêiner Vazio de 40 Pés;Prudente de Morais;MG;Arará;RJ;160;109.975
04/2021;MRS;Coque;Baia Sepetiba;RJ;Volta Redonda;RJ;86.294;10.268.640
04/2021;MRS;Coque;Curuputuba;SP;Ouro Branco;MG;19.496;11.733.141
04/2021;MRS;Coque;Curuputuba;SP;Prudente de Morais;MG;35.619;30.238.144
04/2021;MRS;Coque;Porto Sudeste;RJ;Volta Redonda;RJ;11.347;1.327.553
04/2021;MRS;Enxofre;Conceiçãozinha;SP;Várzea Paulista;SP;899;118.606
04/2021;MRS;Escória;Siderúrgica do Atlântico;RJ;São Bento;SP;8.400;3.519.146
04/2021;MRS;Farelo de Soja;Pederneiras;SP;Santos;SP;24.446;12.737.979
04/2021;MRS;Ferro Gusa;Arará;RJ;Dias Tavares;MG;3.787;1.111.389
04/2021;MRS;Ferro Gusa;Prudente de Morais;MG;Arará;RJ;35.118;24.138.243
04/2021;MRS;Ferro Gusa;Prudente de Morais;MG;Itaguai;RJ;582;386.843
04/2021;MRS;Ferro Gusa;Sarzedo Novo;MG;Arará;RJ;97.046;53.441.178
04/2021;MRS;Ferro Gusa;Sarzedo Novo;MG;Itaguai;RJ;9.992;5.275.895
04/2021;MRS;Ferro Gusa;Sarzedo Novo;MG;Volta Redonda;RJ;4.500;1.827.072
04/2021;MRS;Minério de Ferro;Baia Sepetiba;RJ;Volta Redonda;RJ;159.127;18.935.476
04/2021;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;364.450;186.498.904
04/2021;MRS;Minério de Ferro;Carlos Newlands;MG;Brisamar;RJ;125.518;63.603.359
04/2021;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;128.014;68.339.889
04/2021;MRS;Minério de Ferro;Carlos Newlands;MG;Porto Sudeste;RJ;68.000;34.661.435
04/2021;MRS;Minério de Ferro;Carlos Newlands;MG;Siderúrgica do Atlântico;RJ;64.683;33.811.550
04/2021;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;1.264.263;557.680.315
04/2021;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;355.248;114.430.709
04/2021;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Baia Sepetiba;RJ;28.208;11.948.485
04/2021;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Brisamar;RJ;26.555;11.115.524
04/2021;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Guaiba;RJ;27.865;12.419.569
04/2021;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Siderúrgica do Atlântico;RJ;13.335;5.795.190
04/2021;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Baia Sepetiba;RJ;114.416;52.175.869
04/2021;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Brisamar;RJ;218.896;98.726.255
04/2021;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Guaiba;RJ;91.826;43.905.591
04/2021;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Porto Sudeste;RJ;64.512;29.289.673
04/2021;MRS;Minério de Ferro;Itutinga;MG;Baia Sepetiba;RJ;13.872;4.519.136
04/2021;MRS;Minério de Ferro;Itutinga;MG;Porto Sudeste;RJ;39.168;12.681.580
04/2021;MRS;Minério de Ferro;Itutinga;MG;Siderúrgica do Atlântico;RJ;42.420;14.285.953
04/2021;MRS;Minério de Ferro;Olhos D Água;MG;Guaiba;RJ;130.645;74.873.564
04/2021;MRS;Minério de Ferro;Olhos D Água;MG;Ouro Branco;MG;11.013;1.713.259
04/2021;MRS;Minério de Ferro;Olhos D Água;MG;Siderúrgica do Atlântico;RJ;28.731;16.146.448
04/2021;MRS;Minério de Ferro;Otavio Dapieve;MG;Baia Sepetiba;RJ;814.834;394.850.630
04/2021;MRS;Minério de Ferro;Otavio Dapieve;MG;Dias Tavares;MG;21.071;6.012.757
04/2021;MRS;Minério de Ferro;Otavio Dapieve;MG;Guaiba;RJ;503.626;255.186.286
04/2021;MRS;Minério de Ferro;Otavio Dapieve;MG;Ouro Branco;MG;33.178;3.249.287
04/2021;MRS;Minério de Ferro;Otavio Dapieve;MG;Siderúrgica do Atlântico;RJ;239.449;118.665.656
04/2021;MRS;Minério de Ferro;Pires;MG;Baia Sepetiba;RJ;709.730;321.801.517
04/2021;MRS;Minério de Ferro;Pires;MG;Guaiba;RJ;160.960;76.541.952
04/2021;MRS;Minério de Ferro;Pires;MG;Siderúrgica do Atlântico;RJ;133.769;62.124.196
04/2021;MRS;Minério de Ferro;Sarzedo;MG;Baia Sepetiba;RJ;217.762;115.067.399
04/2021;MRS;Minério de Ferro;Sarzedo;MG;Brisamar;RJ;122.221;63.971.570
04/2021;MRS;Minério de Ferro;Sarzedo;MG;Guaiba;RJ;89.850;49.465.030
04/2021;MRS;Minério de Ferro;Sarzedo Novo;MG;Baia Sepetiba;RJ;140.918;73.983.640
04/2021;MRS;Minério de Ferro;Sarzedo Novo;MG;Brisamar;RJ;123.523;64.233.442
04/2021;MRS;Minério de Ferro;Sarzedo Novo;MG;Guaiba;RJ;41.960;22.957.658
04/2021;MRS;Minério de Ferro;Sarzedo Novo;MG;Porto Sudeste;RJ;875.420;457.855.162
04/2021;MRS;Minério de Ferro;Suzano Novo;SP;Siderúrgica do Atlântico;RJ;75.555;34.118.371
04/2021;MRS;Minério de Ferro;Viga;MG;Guaiba;RJ;311.390;142.925.518
04/2021;MRS;Minério de Ferro;Viga;MG;Ouro Branco;MG;38.340;1.101.201
04/2021;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Curuputuba;SP;Dias Tavares;MG;10.910;4.312.188
04/2021;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Itaguai;RJ;Pires;MG;44.232;20.188.104
04/2021;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Porto Sudeste;RJ;Siderúrgica do Atlântico;RJ;37.849;719.131
04/2021;MRS;Óleo Diesel;Embiruçu;MG;Cel. João Carlos Guedes;MG;3.034;440.066
04/2021;MRS;Outras - Carga Geral Não Conteinerizada;Brisamar;RJ;Volta Redonda;RJ;330;37.618
04/2021;MRS;Outras - Carga Geral Não Conteinerizada;Manoel Feio;SP;Volta Redonda;RJ;180;55.699
04/2021;MRS;Outros Graneis Minerais;Arará;RJ;Dias Tavares;MG;2.088;612.775
04/2021;MRS;Outros Graneis Minerais;Arará;RJ;Prudente de Morais;MG;4.263;3.185.130
04/2021;MRS;Outros Graneis Minerais;Arará;RJ;Terminal Paraibuna de Metais;MG;4.182;1.230.704
04/2021;MRS;Outros Graneis Minerais;Dias Tavares;MG;Prudente de Morais;MG;6.351;2.881.334
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Boa Vista Velha;SP;14.341;11.345.738
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;São Caetano do Sul;SP;203;139.079
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Usiminas;SP;7.245;3.900.700
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Manoel Feio;SP;Paulínia;SP;190;29.862
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Ipiranga;SP;2.082;1.391.073
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Itaguai;RJ;2.476;1.160.238
04/2021;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Parque Industrial;MG;6.302;1.012.819
